Epoch,Train_Loss,Train_Data_Loss,Train_Phys_Loss,Val_Loss,Val_MAE,Val_Event_MAE_Catalog,validation_station_mae_catalog,validation_event_mae_catalog,window_mw_mean,LR,seed
1,1.4628684000921195,0.6013417093454134,0.9461336857219692,0.7186064388719909,8.271016797011606e+18,0.7686695655186971,0.5247469247723908,0.7686695655186971,7.970286972319599,0.0001,42
2,1.2052481915051734,0.3728168107842709,0.9403791245450168,0.5502390262791929,6.994791147642724e+18,0.7171352704366049,0.4512873294642153,0.7171352704366049,7.89127986848087,0.0001,42
3,1.0158655952426032,0.2865938212850998,0.8318294269655385,0.4106735803621232,5.944852919587171e+18,0.6659959952036539,0.3365182406164606,0.6659959952036539,7.770262072439151,0.0001,42
4,0.8183814360945588,0.2233921121785187,0.6865655733593579,0.3086279938039223,5.100516916772327e+18,0.5676775773366293,0.2285889745293176,0.5676775773366293,7.662341205528499,0.0001,42
5,0.6462895177694263,0.173409364462827,0.5645814564936816,0.4893120596761661,6.948383197523735e+18,0.5508248011271158,0.3943794147850686,0.5508248011271158,7.842864273909496,0.0001,42
6,0.5807292193787646,0.1559376732691774,0.5185542177321913,0.267356834871352,5.01507133387751e+18,0.4637630383173625,0.238794418728405,0.4637630383173625,7.569585293397775,0.0001,42
7,0.4751543422562129,0.1296266164543631,0.4401769372194309,0.5095971290840696,7.232098692960164e+18,0.5276318391164144,0.4302240508554227,0.5276318391164144,7.830870711749979,9.89183062363234e-05,42
8,0.467482942080869,0.1247711266961789,0.4387698162086018,0.519559737278207,7.342267864733879e+18,0.4226301511128743,0.4348472757724368,0.4226301511128743,7.875030947373053,9.572050015330874e-05,42
9,0.4153768992563243,0.1144259084053379,0.3966108669130104,0.2387421676396254,4.390741020571968e+18,0.4223303000132243,0.2562179800640842,0.4223303000132243,7.471116566337278,9.05463412215599e-05,42
10,0.3731961316937732,0.1032128847422735,0.3657168353160841,0.4530522716419579,6.427910918415018e+18,0.4030511776606242,0.4003256297432254,0.4030511776606242,7.794546837229365,8.362196501476348e-05,42
11,0.3826996694019559,0.1064368847745146,0.37305560963305,0.7012484431801356,9.085754479305626e+18,0.3768879572550456,0.5217380053259332,0.3768879572550456,7.9562053445208765,7.525e-05,42
12,0.3546409233658677,0.1001632321000231,0.3506280553751978,0.7359004191753575,9.806938888433609e+18,0.3660809993743896,0.5308489478757029,0.3660809993743896,7.997209112740419,6.57963412215599e-05,42
13,0.3420842960974133,0.0941424091016092,0.343791811464891,0.3479534283347194,5.224426710011087e+18,0.3329588572184245,0.3436720467469082,0.3329588572184245,7.68892328193904,5.567415893174885e-05,42
14,0.3240991786155472,0.0882176319147575,0.3321587994893613,0.6364082207594217,8.56483115390225e+18,0.3700919548670451,0.5027671052736017,0.3700919548670451,7.944073952901523,4.532584106825116e-05,42
15,0.3189022029533535,0.0890362323287696,0.3255550445195234,0.5283453456489494,7.157662879924084e+18,0.3034480015436808,0.4453692457601094,0.3034480015436808,7.886763408045063,3.5203658778440106e-05,42
16,0.2957170968409109,0.0843037023924879,0.3072201794632881,0.3465557407103312,5.140786298403988e+18,0.3533572753270467,0.3462053307503328,0.3533572753270467,7.712785881196437,2.5750000000000013e-05,42
17,0.3011275437039979,0.0821523868475726,0.3160836805026974,0.3277524314119142,5.020202887769068e+18,0.324078877766927,0.324071986792868,0.324078877766927,7.717744947014368,1.7378034985236535e-05,42
18,0.2855283838092817,0.080742417904108,0.3006799820400319,0.3278988629178616,5.043445557748987e+18,0.3049558401107788,0.3249375552874509,0.3049558401107788,7.728515890147119,1.0453658778440109e-05,42
19,0.2773360111424336,0.0790445507732991,0.2947631787106776,0.4586721626632417,6.441789890984436e+18,0.2799673477808634,0.4040780003295351,0.2799673477808634,7.841864925863497,5.279499846691251e-06,42
