Epoch,Train_Loss,Train_Data_Loss,Train_Phys_Loss,Val_Loss,Val_MAE,Val_Event_MAE_Catalog,validation_station_mae_catalog,validation_event_mae_catalog,window_mw_mean,LR,seed
13,0.3413605126443508,0.0998734287063988,0.3384923419777357,0.2730048416441331,4.4548474395723617e+18,0.4149059851964314,0.2917629656770304,0.4149059851964314,7.545567632256067,5.567415893174885e-05,17
14,0.3293654529980743,0.0919616333228661,0.3337443988766103,0.2770651872917141,4.687132257996667e+18,0.3630371491114298,0.2916806203902035,0.3630371491114298,7.6324744823267645,4.532584106825116e-05,17
15,0.3097589827485557,0.0897767423787822,0.3164139395958855,0.3475694457244445,5.26278272446642e+18,0.3149009943008423,0.3422577862247757,0.3149009943008423,7.7276571064251955,3.5203658778440106e-05,17
16,0.3037934706559834,0.086248940998508,0.3136843213515234,0.2718059292288639,4.325096291123953e+18,0.31082816918691,0.3012886282574435,0.31082816918691,7.605434560989585,2.5750000000000013e-05,17
17,0.2966543774185775,0.0878457425367315,0.3051335050478925,0.3389472990827175,5.174351400489468e+18,0.3180699348449707,0.3410900740345497,0.3180699348449707,7.733915380298289,1.7378034985236535e-05,17
18,0.2758128157380691,0.0808376414624682,0.2912810801904446,0.3165100252949069,4.902532384199395e+18,0.2874542474746704,0.3241417354532421,0.2874542474746704,7.720454194620586,1.0453658778440109e-05,17
19,0.2855026775989702,0.0812134874510155,0.3005875351199584,0.3389211760775391,5.16374999812427e+18,0.2831223408381144,0.3383183522074746,0.2831223408381144,7.751291178801669,5.279499846691251e-06,17
20,0.2780597076333802,0.0801533826764619,0.2941242971843952,0.3132445165394668,4.885202463726749e+18,0.28352157274882,0.3215300427423999,0.28352157274882,7.719981785846932,2.0816937636766182e-06,17
21,0.2961861405011942,0.0865987705955648,0.3061147438107396,0.3152397479444341,4.710562190091488e+18,0.2364540100097656,0.3131527451656324,0.2364540100097656,7.73127188062454,0.0001,17
22,0.3279556166608554,0.0964409481066883,0.3277747336696332,0.3627902550013076,5.237559434670696e+18,0.3285034497578938,0.3580823735805905,0.3285034497578938,7.717151855674025,9.972883382072954e-05,17
23,0.3017389805484003,0.0868505234534834,0.312953795520827,0.3280591280471049,4.812984094463895e+18,0.2620243231455485,0.3340536639294816,0.2620243231455485,7.750723415426075,9.89183062363234e-05,17
24,0.3053617012812378,0.0857365393101572,0.3157481199443274,0.3266761432581418,4.4369939937874406e+18,0.3424314657847087,0.3407544619299371,0.3424314657847087,7.670680266324715,9.757729755661012e-05,17
25,0.2839806521429501,0.0803894680055548,0.2998412517339687,0.4526579342615444,6.020909817067318e+18,0.2572060426076253,0.406024321312327,0.2572060426076253,7.872344021305375,9.572050015330874e-05,17
26,0.2778254309803811,0.0840944679447753,0.289662795350602,0.2630809794092392,4.015147473802235e+18,0.3139038483301798,0.2773759525453028,0.3139038483301798,7.647725398230445,9.336825748732972e-05,17
27,0.2616428206193036,0.0751086502886057,0.2833226551866372,0.3673963413110228,5.161012993197282e+18,0.2189946969350179,0.3481818058031022,0.2189946969350179,7.823455928152452,9.05463412215599e-05,17
28,0.2383771859963027,0.0704145310394822,0.2640246951639718,0.3020692718937792,3.9041184937966894e+18,0.2279411554336547,0.3164581226126495,0.2279411554336547,7.660449079333934,8.728566886113102e-05,17
29,0.2339666936384955,0.0685698438510381,0.2610444098926492,0.3708889549890441,4.946716678057934e+18,0.1910767952601114,0.3436565228107264,0.1910767952601114,7.746875508483749,8.362196501476348e-05,17
30,0.261274995582719,0.0787241532859932,0.2785626403900387,0.4808031411448936,6.241259560035751e+18,0.2446467081705729,0.4133832272927322,0.2446467081705729,7.906633081992111,7.959536998847742e-05,17
31,0.2772325938847226,0.0769315884221714,0.2968454466422023,0.3597411544066373,4.567299414429338e+18,0.2199475765228271,0.3415456780403719,0.2199475765228271,7.728049201281081,7.525e-05,17
32,0.231009523878423,0.0653604068736379,0.2615753310433152,0.2692343980207571,4.084217630650405e+18,0.2583274841308594,0.2921417219221859,0.2583274841308594,7.657967293743595,7.063346383225212e-05,17
33,0.2261364730997,0.0639742254481565,0.2585490448721524,0.3771685781500264,5.092934073199553e+18,0.1916843652725219,0.3580423278124343,0.1916843652725219,7.748275002021961,6.57963412215599e-05,17
34,0.2286664523656694,0.0625072401410613,0.2624374949627113,0.4671905631441706,6.274207436723869e+18,0.2495697339375814,0.4086155912801289,0.2495697339375814,7.848324174838216,6.079162869547908e-05,17
35,0.2125968119425821,0.0583104540379479,0.2498974159475958,0.4480018896372329,6.536351283188419e+18,0.2104989290237426,0.3899918628915008,0.2104989290237426,7.77457453424086,5.567415893174885e-05,17
36,0.2089165442843856,0.056581088015447,0.2484320071013074,0.5712218065432904,7.723265348446133e+18,0.232146143913269,0.4570741781739376,0.232146143913269,7.866682480268949,5.0500000000000015e-05,17
37,0.2044034909179332,0.0557446452634651,0.2447203559111037,0.4564682090228983,6.007492580215022e+18,0.2264308929443359,0.385563230300698,0.2264308929443359,7.813895785755106,4.532584106825116e-05,17
38,0.1992172582263543,0.0533872032589854,0.241519558051802,0.5808677974035922,8.237962854430498e+18,0.2361225684483846,0.4554574778261741,0.2361225684483846,7.904925064121127,4.020837130452091e-05,17
39,0.2045475231179008,0.0548684624986136,0.2458551684570591,0.7620076395470999,1.0148242562663885e+19,0.2406506935755411,0.514139290882333,0.2406506935755411,7.970010120237889,3.5203658778440106e-05,17
40,0.1938027996772919,0.0514491301141803,0.2379337992266367,0.6310654499071061,8.32630659219868e+18,0.2268345355987548,0.4712778399343448,0.2268345355987548,7.897853956094237,3.0366536167747906e-05,17
41,0.1863067274513313,0.0511606994061186,0.2310853784901812,0.6092925622324238,7.996305897501938e+18,0.2270933787027994,0.4583811653034569,0.2270933787027994,7.884134174996962,2.5750000000000013e-05,17
42,0.1859717988331405,0.0486152513580473,0.2337388080007109,0.6396811577771276,8.33732328454318e+18,0.2326281468073527,0.4802173092760847,0.2326281468073527,7.920081827138037,2.1404630011522583e-05,17
43,0.1802416774667012,0.04754976638167,0.2282827634103306,0.8554043769836426,1.1682365281119576e+19,0.2348495324452718,0.5373323038554513,0.2348495324452718,7.980658283148111,1.7378034985236535e-05,17
44,0.1802521382807624,0.0470027335245033,0.2290470642892351,0.6946887697339592,9.400910090641949e+18,0.2122371196746826,0.4939712430329601,0.2122371196746826,7.926114180697453,1.3714331138868997e-05,17
45,0.1803490123706346,0.0468397191886244,0.2291664373755322,0.7203255071233741,9.837939673014751e+18,0.2074865102767944,0.4971014287974268,0.2074865102767944,7.926958178190907,1.0453658778440109e-05,17
46,0.177451951224129,0.0467100520001867,0.2266028217714408,0.7985245748485685,1.083902215209625e+19,0.2297981182734171,0.5250437612490804,0.2297981182734171,7.97236548838594,7.631742512670284e-06,17
47,0.1761683663384402,0.0464437977556922,0.2254337551729034,0.850503208391335,1.149502964192529e+19,0.2275605201721191,0.5418671492503897,0.2275605201721191,7.9892366969531965,5.279499846691251e-06,17
48,0.1747398576362512,0.0463210888325057,0.2247315699253252,0.7642872440440772,1.0254516879669475e+19,0.2207160790761312,0.5159325449990585,0.2207160790761312,7.953010077968306,3.4227024433899e-06,17
49,0.1717979866799974,0.0448029260953952,0.2228119285306888,0.8538948596860261,1.1432569255928769e+19,0.2248089710871378,0.5429575496724903,0.2248089710871378,7.987536890089779,2.0816937636766182e-06,17
50,0.1794421187165847,0.044253697687215,0.2311094298179741,0.833377686316657,1.1102748664194984e+19,0.2189112106959025,0.5373899134819817,0.2189112106959025,7.978224596100538,1.2711661792704663e-06,17
51,0.1974602360879221,0.0537742685000344,0.2399688610378176,0.9278030013289686,1.2190741275659495e+19,0.2569615443547566,0.5811158766126419,0.2569615443547566,7.972819264159609,0.0001,17
52,0.1935662311502837,0.0539751863013849,0.2357109704441302,0.4645989923466481,6.396587202831306e+18,0.2295985619227091,0.4053205994747145,0.2295985619227091,7.810754604938319,9.99321619703514e-05,17
53,0.1890465248048769,0.0499225894861478,0.235680270430376,0.6976874593662039,9.590940568738824e+18,0.2142066558202107,0.4888528558705419,0.2142066558202107,7.891923421166937,9.972883382072954e-05,17
54,0.200763751248165,0.0515108163281032,0.2454088463368219,1.0922415170968915,1.4235200294623795e+19,0.2630542119344075,0.6015697487801179,0.2630542119344075,8.058170237348753,9.939057285945931e-05,17
55,0.1901836591307592,0.0479877323007523,0.2379582962093748,1.5416607926244692,2.0765654684939e+19,0.3124110301335652,0.6928908215509937,0.3124110301335652,8.168115198879498,9.89183062363234e-05,17
56,0.2014177100146572,0.0509785709133966,0.246582578975413,0.9101548940611528,1.2350440063910363e+19,0.2485817273457845,0.5592674845537262,0.2485817273457845,8.01614220153056,9.831332840130888e-05,17
57,0.1957057265189784,0.0470873948862077,0.2444452222154887,0.4873781671973087,6.989900243811833e+18,0.258961280186971,0.4080226538961778,0.258961280186971,7.770140239476088,9.757729755661012e-05,17
58,0.2088217994527636,0.0504369436202775,0.254017671767013,0.5731539533811835,9.004556324620543e+18,0.2931544780731201,0.4454679104244762,0.2931544780731201,7.811038605300835,9.671223111161148e-05,17
59,0.1984505025054575,0.0499255831360618,0.2462139013238889,0.8453565157047837,1.2381055595394882e+19,0.2914512952168782,0.5547129669531579,0.2914512952168782,7.995486090536075,9.572050015330874e-05,17
60,0.1945675804908568,0.0454260395618116,0.2455495916497588,1.3458146113451286,1.971734468075728e+19,0.3096841971079508,0.659925144349513,0.3096841971079508,8.122702797432117,9.46048229473242e-05,17
61,0.1969705843454738,0.0478812686278504,0.2451763216890933,1.2099855996568107,1.851766693230325e+19,0.2806731859842936,0.6270555060006043,0.2806731859842936,8.095918063091055,9.336825748732972e-05,17
62,0.1993264711738561,0.0480245558816413,0.2471523645589826,1.131870635421821,1.8081785102014577e+19,0.3252472480138142,0.6132263003977959,0.3252472480138142,8.072113680732624,9.20141931132985e-05,17
63,0.178888089167528,0.042978593486012,0.2318920613793828,1.1299879828910655,1.5735538284778998e+19,0.270042618115743,0.6257065016057993,0.270042618115743,8.07716114531718,9.05463412215599e-05,17
64,0.1790637034960132,0.0430456433503228,0.2319790928337611,0.8159912525271087,1.1612968288276867e+19,0.3011125723520915,0.5602028936548618,0.3011125723520915,7.941751225646835,8.896872509212006e-05,17
65,0.1817455209534743,0.0441523266374004,0.2338059181565039,0.7470336412100514,1.1194440715633013e+19,0.22222634156545,0.5186001901669353,0.22222634156545,7.932149196419481,8.728566886113102e-05,17
66,0.1797094747332961,0.0407919719498252,0.2349338085080877,0.8507281646065648,1.2783043988717734e+19,0.2501959005991618,0.5415494217466346,0.2501959005991618,7.902924845571476,8.55017856687341e-05,17
67,0.1690991271258196,0.0405149293506105,0.2242753406918221,0.7100600990479302,1.024627639994911e+19,0.2250170310338338,0.4958321011119894,0.2250170310338338,7.895260015410693,8.362196501476348e-05,17
68,0.1640948327517217,0.0379865130821908,0.22201191933952,0.8157779416695838,1.0770528829617394e+19,0.2390389442443847,0.5459673629213342,0.2390389442443847,7.971232912465596,8.165135935696696e-05,17
69,0.1656325861264654,0.0378203878098388,0.2235214598518325,0.901832399079618,1.2601353784580444e+19,0.2297848463058471,0.5649388787992332,0.2297848463058471,7.970249509597573,7.959536998847742e-05,17
70,0.1668764835387236,0.0361502642139328,0.2265013081526116,0.8960706281555073,1.2744972131455818e+19,0.2382898330688476,0.5503858386668389,0.2382898330688476,7.961941853767018,7.745963223324384e-05,17
71,0.1613181359875321,0.0365646980470823,0.2206612349352131,1.3571139595433737,1.833434120708492e+19,0.2965213457743327,0.6573263176888093,0.2965213457743327,8.112331091021208,7.525e-05,17
72,0.1681053437234562,0.0350600682961463,0.2290880514414477,1.0069982257124557,1.599906899505817e+19,0.3076787789662679,0.5719855056215295,0.3076787789662679,8.030340412807037,7.297252973710757e-05,17
73,0.1635294532003471,0.0368473254091358,0.2226637409434335,1.0041391280199914,1.3211209475985949e+19,0.2586608330408732,0.6083784531050199,0.2586608330408732,7.9464702627584,7.063346383225212e-05,17
74,0.1641394171959102,0.0345540566844358,0.225079808653528,0.7582633904277476,1.1301893630214853e+19,0.2462111314137776,0.5233434625805227,0.2462111314137776,7.986358875650996,6.823921350249237e-05,17
75,0.1579009247353265,0.0345694128448792,0.2192699284571429,0.8769515512235496,1.2607979490954877e+19,0.2564979791641235,0.5489767100244359,0.2564979791641235,7.973442930811724,6.57963412215599e-05,17
76,0.1518889693118573,0.031956457426239,0.2159601145064472,0.945123904489081,1.3004466815590513e+19,0.267641544342041,0.5721461976055607,0.267641544342041,8.014916706512862,6.331154273257477e-05,17
77,0.1630758099481712,0.0329372616022725,0.226526694581559,0.980628101280452,1.4258128671916718e+19,0.2551217476526896,0.5821536667143817,0.2551217476526896,7.995172688779275,6.079162869547908e-05,17
78,0.1486739444653105,0.0316349364800567,0.2128143629786435,1.005086915909977,1.4918766220001958e+19,0.257180134455363,0.578386554803549,0.257180134455363,7.999578614940558,5.824350601949144e-05,17
79,0.1535665848902587,0.0309300202797596,0.2186205687459239,1.0418495546541942,1.5222040045217266e+19,0.2525677283604939,0.5978395436376734,0.2525677283604939,8.048296949788593,5.567415893174885e-05,17
