Epoch,Train_Loss,Train_Data_Loss,Train_Phys_Loss,Val_Loss,Val_MAE,Val_Event_MAE_Catalog,validation_station_mae_catalog,validation_event_mae_catalog,window_mw_mean,LR,seed
33,0.2302896681141203,0.0649410842423709,0.2618819155520008,0.5645783826909258,8.022083380602423e+18,0.2678049802780151,0.4568681887981603,0.2678049802780151,7.904793818435327,6.57963412215599e-05,73
34,0.2207888981391643,0.0606439771074739,0.2557619308205415,0.3404107059063933,4.877328244642067e+18,0.2559174696604411,0.327593234622425,0.2559174696604411,7.705044648037898,6.079162869547908e-05,73
35,0.2167380559232264,0.0590829593321107,0.2536122858590623,0.4994778013015541,6.734363801537132e+18,0.227588136990865,0.4235247582063546,0.227588136990865,7.902786532859631,5.567415893174885e-05,73
36,0.2118931899180799,0.056842097753578,0.2506783616058818,0.4379357703598091,6.357623863513807e+18,0.2031852404276529,0.3921785098020271,0.2031852404276529,7.84966365104299,5.0500000000000015e-05,73
37,0.2200325243796602,0.0595972580178428,0.2561692650428868,0.2661503258040133,3.964835024768287e+18,0.252314289410909,0.2765286642339732,0.252314289410909,7.681811948528204,4.532584106825116e-05,73
38,0.2035161159990627,0.0559000479134091,0.2435566578081107,0.441075281177401,6.247058828109729e+18,0.2124931812286377,0.3899075674903767,0.2124931812286377,7.848188073111222,4.020837130452091e-05,73
39,0.2038380975054952,0.0556930326613223,0.2437842245295527,0.479983075317246,7.250208112940903e+18,0.2245007356007894,0.4086061443448601,0.2245007356007894,7.86923689478716,3.5203658778440106e-05,73
40,0.1917073893691263,0.0515292952742605,0.2358683977872796,0.4946462373027887,7.138532521487318e+18,0.2496342658996582,0.4257030914717191,0.2496342658996582,7.911548779149761,3.0366536167747906e-05,73
41,0.1969869211067479,0.0532084405090705,0.2395566655478302,0.5194992495224615,7.42706748701265e+18,0.2154259284337361,0.4274018334700922,0.2154259284337361,7.895094200100065,2.5750000000000013e-05,73
42,0.1946234728921374,0.0521447723317017,0.2382859458713828,0.4579151542731999,6.857074939740889e+18,0.2098369598388672,0.3985178545451485,0.2098369598388672,7.844645136674958,2.1404630011522583e-05,73
43,0.1914428065430468,0.0505917155503961,0.2370132682586008,0.5599190554009424,7.986030798632372e+18,0.2237087488174438,0.4479897759955025,0.2237087488174438,7.917528935077479,1.7378034985236535e-05,73
44,0.186112913036837,0.0489600240993619,0.2332217630342859,0.537857338184733,7.839188861163995e+18,0.2173026800155639,0.4364926419450563,0.2173026800155639,7.903998330035018,1.3714331138868997e-05,73
45,0.1852427087061198,0.0482731567368375,0.2329124675667922,0.6396194573475107,9.175091071143142e+18,0.23067307472229,0.4814056259634249,0.23067307472229,7.962270649024724,1.0453658778440109e-05,73
46,0.1780144165832553,0.0470293811931626,0.2271428183135519,0.5827730629476197,8.664972266853925e+18,0.2327945232391357,0.4552581855534438,0.2327945232391357,7.925764958420141,7.631742512670284e-06,73
47,0.1875821505823443,0.0486340377566811,0.2354558152006783,0.4846645550877524,7.210355894895802e+18,0.1955869595209757,0.4075832388326191,0.1955869595209757,7.854769443717238,5.279499846691251e-06,73
48,0.1832100392274716,0.0463452390555677,0.2327337951479154,0.5174570600815418,7.573019914643612e+18,0.2002300024032592,0.423661736629469,0.2002300024032592,7.881010927961547,3.4227024433899e-06,73
49,0.1821839723557863,0.0481974968771648,0.2299754970662453,0.5252675450168918,7.656892476051077e+18,0.1999895572662353,0.4282010980785695,0.1999895572662353,7.8863977145721025,2.0816937636766182e-06,73
50,0.1754186945377918,0.0457672236095678,0.2256151728821012,0.5414786440374605,7.859483774983666e+18,0.2039467891057332,0.4364906062994302,0.2039467891057332,7.897662808542294,1.2711661792704663e-06,73
51,0.2261769717706324,0.059739274338501,0.2634938967241196,0.5138890383756749,7.15268342349752e+18,0.2057001590728759,0.4308574787704399,0.2057001590728759,7.904419325926913,0.0001,73
52,0.2136515209677155,0.05355472023805,0.2554168755797725,1.175406543395979,1.5744128004892273e+19,0.2816299200057983,0.653890135042336,0.2816299200057983,8.158234401668668,9.99321619703514e-05,73
53,0.2135648378010453,0.0568452981674631,0.2531560513546257,0.4562251653371905,6.50004262841164e+18,0.1977817217508951,0.39362078183435,0.1977817217508951,7.794864447127543,9.972883382072954e-05,73
54,0.2134150676719338,0.0561196903788274,0.2534035133059086,0.9923792898387652,1.453865185614026e+19,0.3474719524383545,0.6207629319263681,0.3474719524383545,8.122538160315544,9.939057285945931e-05,73
55,0.2089961811079663,0.0551263574879612,0.2499305193412953,0.8371077016864656,1.3146407357027353e+19,0.2776260375976562,0.5618204963581445,0.2776260375976562,8.032178397670455,9.89183062363234e-05,73
56,0.1939475116660783,0.0510013881859445,0.239333836334831,0.505966670844587,7.443186386642392e+18,0.2559136549631755,0.4242006567027002,0.2559136549631755,7.899164199829102,9.831332840130888e-05,73
57,0.1989101413948185,0.0518105229812449,0.2441874691290372,0.4189652118982221,6.208469007190768e+18,0.1989007393519083,0.3628129274855814,0.1989007393519083,7.752516094344614,9.757729755661012e-05,73
58,0.1995796720197919,0.0492354175604225,0.2461275131305942,1.0501609944441928,1.5639092398672644e+19,0.2598586082458496,0.5984262286814873,0.2598586082458496,8.074130372616208,9.671223111161148e-05,73
59,0.1889307463129317,0.0501086741719017,0.2350992483477438,0.981357123819702,1.4119613715657486e+19,0.3007890780766805,0.5879767464949945,0.3007890780766805,8.08697693657982,9.572050015330874e-05,73
60,0.1975862399008833,0.0499947220957252,0.2436837314051038,1.3940404177781178,1.9041770025611973e+19,0.2750276724497477,0.6503885850778075,0.2750276724497477,8.145279544351347,9.46048229473242e-05,73
61,0.1975947159018214,0.0507372182620911,0.2431212584255004,0.2723849936985649,4.3454433306697615e+18,0.1713051398595174,0.2950440222906959,0.1713051398595174,7.47641640179895,9.336825748732972e-05,73
62,0.1987548707689141,0.048915442632505,0.2453148700400474,0.824731230201208,1.2597919521642904e+19,0.2422113418579101,0.5376959360233872,0.2422113418579101,8.010570928120293,9.20141931132985e-05,73
63,0.1887013631747482,0.0455141138281254,0.2388874810184865,0.3922486409478123,5.300362868295085e+18,0.242848515510559,0.3627762259923823,0.242848515510559,7.655300546654671,9.05463412215599e-05,73
64,0.1938876099180061,0.0462822879325843,0.2436849174438846,0.8182750232016559,1.2940218101049412e+19,0.2678738832473755,0.5248460299231011,0.2678738832473755,7.989677948802042,8.896872509212006e-05,73
65,0.1927527340649066,0.043868211125986,0.2450952649704938,1.238659426235832,1.8150283552260663e+19,0.3130553166071574,0.6281506919005526,0.3130553166071574,8.121479459942188,8.728566886113102e-05,73
66,0.1933736855514322,0.0452321530449244,0.2440379179757217,0.7468737355796745,1.1202743044115075e+19,0.2668503920237223,0.5132058276189282,0.2668503920237223,8.005177681756127,8.55017856687341e-05,73
67,0.1797650809232995,0.0412930138657766,0.2350245071398933,1.0643994439343163,1.545486276642428e+19,0.279757022857666,0.5713381061639486,0.279757022857666,8.05407157179486,8.362196501476348e-05,73
68,0.1720466946932312,0.0414334852849283,0.2280555558085309,0.6431333073853377,9.328948543628726e+18,0.2252522706985473,0.4494044171320483,0.2252522706985473,7.886503668643969,8.165135935696696e-05,73
69,0.1669857034312604,0.0383149265727075,0.2248948389235407,0.5954905061443825,7.884928229324571e+18,0.2354412873586019,0.4388808092194288,0.2354412873586019,7.872664301919295,7.959536998847742e-05,73
70,0.1669461897536034,0.0387538994379648,0.2250354224370504,0.7394419120031622,1.1730291720893614e+19,0.231533924738566,0.4925848443411925,0.231533924738566,7.937996284844095,7.745963223324384e-05,73
71,0.1625542342144834,0.0354295367430957,0.2229613519861084,0.6701558844391006,1.004076136647354e+19,0.2286630074183146,0.4561872182940154,0.2286630074183146,7.8869190793400925,7.525e-05,73
72,0.1674162147771795,0.0372246291666593,0.2263910593558206,1.2662098621573683,1.7976534602903536e+19,0.2897178332010905,0.634781645017889,0.2897178332010905,8.126925761389625,7.297252973710757e-05,73
73,0.1660293418918223,0.0367773763164132,0.2267392443470217,0.8514718247636017,1.2454015360910854e+19,0.2619748512903849,0.5222330905931413,0.2619748512903849,7.983299015883373,7.063346383225212e-05,73
74,0.1649097273140748,0.0356781193385681,0.2253761087814646,0.5453826912048152,8.407844638962561e+18,0.2090557018915812,0.4334727873182083,0.2090557018915812,7.848429549435329,6.823921350249237e-05,73
75,0.1621515882658348,0.0358299210302954,0.2220781137534853,0.8188215699965644,1.2291216166813655e+19,0.2747298081715901,0.5314968263087251,0.2747298081715901,8.01002627744803,6.57963412215599e-05,73
76,0.1603125209906641,0.0334898053157714,0.2230429864334185,1.0013532531635645,1.433009459725427e+19,0.2612194617589314,0.5836822398574898,0.2612194617589314,8.045993109989594,6.331154273257477e-05,73
77,0.162790945672054,0.0350657791495986,0.2245335141269363,0.657107622233207,1.0318681183273054e+19,0.2471650838851928,0.4683490718961297,0.2471650838851928,7.903568128833856,6.079162869547908e-05,73
78,0.1559034754357428,0.0331780281585037,0.2184880577583069,0.814965024924599,1.154275605933289e+19,0.2269038756688436,0.5211734600665858,0.2269038756688436,7.974655110739806,5.824350601949144e-05,73
79,0.148536298030343,0.0307494275711137,0.2137870023460091,0.8927705309316182,1.2847905037555145e+19,0.2337198257446289,0.5410994799147807,0.2337198257446289,7.989710085060564,5.567415893174885e-05,73
80,0.15431107831777,0.0313706518854278,0.2189032617827941,0.6861692982404222,1.0634518432652052e+19,0.2270089785257975,0.4726250182352793,0.2270089785257975,7.9053265032746864,5.309062983402572e-05,73
81,0.1510859641916759,0.031998597914239,0.2151862199980769,0.7344072180478562,1.0814950913820256e+19,0.2358380953470865,0.4933071093708945,0.2358380953470865,7.929365480961821,5.0500000000000015e-05,73
82,0.1507260266347509,0.0298210897952218,0.2169725951946882,0.6814368409960794,1.014406769236049e+19,0.25281556447347,0.4779702473114424,0.25281556447347,7.911790982490163,4.790937016597429e-05,73
83,0.1522830624270094,0.0312915960693518,0.2165808054111956,1.859405981585584,2.436775543954839e+19,0.3001269896825154,0.7061710272134687,0.3001269896825154,8.163605873894799,4.532584106825116e-05,73
84,0.1534267950169037,0.0302348996588216,0.2195122706329862,0.9792171711344356,1.460913759229956e+19,0.2555858691533406,0.5600842830846128,0.2555858691533406,7.976467588022685,4.275649398050857e-05,73
85,0.1517562239168748,0.0288610846981058,0.2186205046659582,1.275036101918584,1.774919591041878e+19,0.294382373491923,0.6415229805916414,0.294382373491923,8.10616063216342,4.020837130452091e-05,73
86,0.1454725609439631,0.0283344229797234,0.2131932818717235,0.7969005182719552,1.1831050098687017e+19,0.2675812641779582,0.5086793856770468,0.2675812641779582,7.962885063325343,3.768845726742523e-05,73
87,0.1484032576702725,0.0294502548960444,0.2147448588042489,0.6427967345233455,9.440378948919863e+18,0.2281452417373657,0.4621062941615357,0.2281452417373657,7.858498096466064,3.5203658778440106e-05,73
88,0.1463385564881119,0.0282067614063637,0.2143335890188581,0.7476488891738413,1.1175159679728333e+19,0.2399180730183919,0.5020018308151998,0.2399180730183919,7.942053923157833,3.276078649750764e-05,73
89,0.1459473087571486,0.0269375795268508,0.2148347581520229,0.7951401717994245,1.184488449912587e+19,0.2309025923411051,0.5100816418771786,0.2309025923411051,7.925165285444046,3.0366536167747906e-05,73
90,0.1435043191220259,0.0264325275876299,0.2127637991223803,0.8471464747270661,1.2276954347253774e+19,0.2342625459035237,0.5296352968087645,0.2342625459035237,7.949853565660828,2.802747026289244e-05,73
91,0.1461873962372972,0.0264239593277435,0.2160271422085958,0.6650061393532518,1.0250792542884018e+19,0.2410823106765747,0.47039244527774,0.2410823106765747,7.878710257098279,2.5750000000000013e-05,73
92,0.1467757303934871,0.0265830401289748,0.2159690186961474,0.8184395582152054,1.2273974483381774e+19,0.2430542310078939,0.5253203182477053,0.2430542310078939,7.959500139604235,2.3540367766756174e-05,73
93,0.1399198206487599,0.0254553921937163,0.2104425138117407,0.7546131429116287,1.106017028842281e+19,0.2274100383122762,0.4971482016045951,0.2274100383122762,7.885339854544053,2.1404630011522583e-05,73
94,0.1416622371774361,0.02655646146935,0.2111050678837684,0.7876424621038908,1.1105705216448256e+19,0.2396917343139648,0.5113633716052958,0.2396917343139648,7.908254837241408,1.9348640643033057e-05,73
95,0.1421283527512571,0.0264559946084049,0.2116858906903044,0.978050266680696,1.422669064656808e+19,0.2592889070510864,0.566803017004723,0.2592889070510864,8.015686993107133,1.7378034985236535e-05,73
96,0.1411397524666998,0.0256517554992795,0.2111289610089661,0.7951202472763745,1.1189821859575996e+19,0.232199748357137,0.5147445405010685,0.232199748357137,7.932312033101582,1.54982143312659e-05,73
97,0.1394562669620498,0.0250929217253116,0.2101388104587329,0.8243851378359602,1.2015067441371945e+19,0.2341446876525879,0.5211933076114398,0.2341446876525879,7.946832500765677,1.3714331138868997e-05,73
98,0.1395214939525183,0.0251514161310186,0.2101883403003812,0.92245725398641,1.323606510487109e+19,0.2547198136647542,0.5533289545854645,0.2547198136647542,8.001483974969975,1.2031274907879942e-05,73
99,0.1402826910886138,0.0247686409015411,0.2114506296904651,0.9010892761662402,1.3080076374546151e+19,0.2516100804011027,0.5427835404605609,0.2516100804011027,7.977417447641826,1.0453658778440109e-05,73
100,0.1412465570368146,0.0251955380445725,0.2117520758718484,0.8175928977572865,1.203559444582544e+19,0.2424401839574178,0.5182660107120804,0.2424401839574178,7.943453835799555,8.985806886701515e-06,73
101,0.1419309233133997,0.02492015771112,0.2129170087987642,0.8305993275257504,1.2133283618263902e+19,0.2497851848602295,0.5224109187789028,0.2497851848602295,7.959001851188762,7.631742512670284e-06,73
102,0.1405463797455701,0.0247962259075234,0.2113142682195903,0.8932969770623964,1.278683017426489e+19,0.2436574300130208,0.5436527696960175,0.2436574300130208,7.983930450918429,6.395177052675795e-06,73
103,0.1427633080432591,0.0250980738121539,0.2134864051640862,0.8334572229684736,1.2180775893930785e+19,0.2373497486114502,0.5246830456994575,0.2373497486114502,7.95692277061565,5.279499846691251e-06,73
104,0.1385012194307084,0.0246989910425545,0.209698575067109,0.7515093833876297,1.0981545129001996e+19,0.2339764436086019,0.5002337015263169,0.2339764436086019,7.923100424454351,4.287768888388514e-06,73
105,0.1378213662376526,0.024712131539975,0.2084759096879184,0.9060320378418996,1.317719131594328e+19,0.2448820273081461,0.545198316531331,0.2448820273081461,7.985743505537777,3.4227024433899e-06,73
106,0.1404850333763309,0.0242504370093213,0.2120546809293006,0.8946896337072946,1.3021371249715935e+19,0.2347872257232666,0.5414417292505102,0.2347872257232666,7.977858748671185,2.6866715986911185e-06,73
107,0.141363416816024,0.0245120277497772,0.2126503797606446,0.8852664822954768,1.2888375822105958e+19,0.2442884445190429,0.5381918552210513,0.2442884445190429,7.984201709251232,2.0816937636766182e-06,73
108,0.1374977197792294,0.024056068324257,0.2093189128729472,0.8190044319683126,1.195649043183382e+19,0.2378948132197062,0.5192793901725735,0.2378948132197062,7.956706168940249,1.609427140540686e-06,73
109,0.1389278916598559,0.0236740205043282,0.2110181827599533,0.8315942169839491,1.2163510859435817e+19,0.2396661440531412,0.5221168492407008,0.2396661440531412,7.9608043127530355,1.2711661792704663e-06,73
110,0.1419045337713069,0.0245169322332729,0.2132224377257142,0.8126359116870726,1.1953427182577744e+19,0.2402264674504598,0.5167249628246633,0.2402264674504598,7.9540273020620305,1.0678380296485951e-06,73
111,0.1539685318538622,0.0283381417310808,0.2216103999265309,0.4340812201724459,5.919024415202721e+18,0.2216065724690755,0.3726651272966188,0.2216065724690755,7.696489426052624,0.0001,73
