seed,selected,split_assignment_sha256,baseline_validation_online_mae,candidate_validation_online_mae,improvement_validation_online_mae,baseline_validation_final_mae,candidate_validation_final_mae,improvement_validation_final_mae,baseline_test_online_mae,candidate_test_online_mae,improvement_test_online_mae,baseline_test_final_mae,candidate_test_final_mae,improvement_test_final_mae
17,False,3be9137903602a7a0fd6c030cc9642a27154e660d449bd45da04352a338de5d1,0.37816470280355563,0.3608213427436975,0.01734336005985815,0.22184936277327988,0.2162416531962732,0.005607709577006681,0.367467460590316,0.3512805123670047,0.016186948223311293,0.20508965215375347,0.19894799693938225,0.006141655214371211
42,False,f85e66e8c2cd0fe67d3c4d3091bd028f9028c5c47e829b0f818bcc8d39abac32,0.40640836280589876,0.3903802709082064,0.016028091897692387,0.2700407612708307,0.24046719766432234,0.02957356360650837,0.37031907970574385,0.3486378479022334,0.021681231803510448,0.21919757043161692,0.19335436790220198,0.025843202529414938
73,True,deca26c532a881f6b6b57d2ae8636ec9c0b6a1a1433f0c7b3c745dc843f99560,0.3359055688348688,0.3188421861385762,0.017063382696292595,0.2171516326165969,0.1941363180837324,0.023015314532864484,0.34460540654650135,0.32777360140297823,0.016831805143523115,0.23999810987903228,0.22277125081708354,0.017226859061948735
