Epoch,n_runs,Train_Loss_median,Train_Loss_q25,Train_Loss_q75,Train_Data_Loss_median,Train_Data_Loss_q25,Train_Data_Loss_q75,Train_Phys_Loss_median,Train_Phys_Loss_q25,Train_Phys_Loss_q75,validation_station_mae_catalog_median,validation_station_mae_catalog_q25,validation_station_mae_catalog_q75,validation_event_mae_catalog_median,validation_event_mae_catalog_q25,validation_event_mae_catalog_q75,LR_median,LR_q25,LR_q75
18,15,0.3869747307361954,0.2948757627397586,0.39416402724398947,0.0854087541647152,0.07539587250340249,0.09144723142331221,0.3685935392111592,0.32091065134811136,0.4008699781077468,0.2878327582669317,0.27183215918000214,0.32709188339390705,0.3125280439853668,0.27838717401027674,0.35234320163726807,1.0453658778440109e-05,1.0453658778440109e-05,1.0453658778440109e-05
19,15,0.3749527075758012,0.2919040550311006,0.3916654732399121,0.0841947505977946,0.0756039338988225,0.09065055425862165,0.3653476728496317,0.3168845281391854,0.38953147786490405,0.2825795592794374,0.26446970080346177,0.30492234872765933,0.3235316276550293,0.30086319148540497,0.3562559570584978,5.279499846691251e-06,5.279499846691251e-06,5.279499846691251e-06
20,15,0.3831911502383086,0.28616868056601485,0.38934252756279686,0.0853566136850603,0.0731924482226571,0.08851620909767896,0.367366770030325,0.31407739403112334,0.3929055606059239,0.2806419225839468,0.25696969573030765,0.2958345075280731,0.3187322914600372,0.29814691841602325,0.3559040001460484,2.0816937636766182e-06,2.0816937636766182e-06,2.0816937636766182e-06
21,15,0.3871088565338684,0.3215894198614766,0.4255173493822293,0.0932417652622481,0.0835765774719143,0.0992158521064974,0.3901122635132772,0.33833086339137175,0.420347549226045,0.3227514561918593,0.28744617940178574,0.39365427052606017,0.3373822867870331,0.28549838066101074,0.39883215086800705,0.0001,0.0001,0.0001
22,15,0.3901590491054066,0.3288688448160551,0.42340493034604143,0.0898867119075145,0.0800186815234199,0.09740220866745036,0.3941035686823521,0.3438428379153857,0.4050495059742135,0.2990560836791992,0.27995772853325684,0.4056714080453956,0.3372050523757934,0.2856186181306839,0.36417971551418304,9.972883382072954e-05,9.972883382072954e-05,9.972883382072954e-05
23,15,0.3700251831668807,0.3259217482405162,0.4089563251833538,0.0870309400088389,0.0780614046957614,0.09949948686698959,0.3755084445976736,0.33981553923990254,0.409225787102493,0.3305447533467863,0.26217182194817923,0.5538866539001466,0.352297237941197,0.29234954714775085,0.3674658387899399,9.89183062363234e-05,9.89183062363234e-05,9.89183062363234e-05
24,15,0.3615080452836629,0.3156873450040934,0.40839046269272,0.0867776884413976,0.0796289536985372,0.09527907514032005,0.3699571036178887,0.33708895665868593,0.4050694727049383,0.3108779907226562,0.2819802931952722,0.3896650619506836,0.3553458154201507,0.29975901969841545,0.386101946234703,9.757729755661012e-05,9.757729755661012e-05,9.757729755661012e-05
25,15,0.3697791040141717,0.2986650406100718,0.39209593175563007,0.0878130570510445,0.0805030483138887,0.09438515358147484,0.3708229205310868,0.309142673825447,0.39172519857540244,0.3643504135661918,0.2707451788297978,0.4267136611938476,0.3429515361785888,0.2670954849038805,0.39492960274219513,9.572050015330874e-05,9.572050015330874e-05,9.572050015330874e-05
26,15,0.3323748313668077,0.30611367581657395,0.370551008044425,0.0813200558331805,0.07354923294909621,0.0913415623378692,0.3505404979147685,0.31441556631282225,0.3711131749415105,0.2748459739685058,0.2532818208568076,0.38037852749382095,0.3202369213104248,0.2792972390140806,0.3524349629878998,9.336825748732972e-05,9.336825748732972e-05,9.336825748732972e-05
27,15,0.3329761254659655,0.27715433554980595,0.3523002200073925,0.08193461408226,0.07204628942949284,0.08411299894405,0.3330418832587022,0.2944677324586358,0.3572308001688097,0.3359938850402832,0.27711264375066635,0.5117409780836597,0.3352392613887787,0.2820480912923813,0.36649043858051294,9.05463412215599e-05,9.05463412215599e-05,9.05463412215599e-05
28,15,0.3114430709965926,0.26908986852189715,0.33144363320984194,0.075448255010304,0.07031540586579316,0.08404771704245206,0.3213769228889988,0.2976458607709682,0.33798064464163785,0.3204066848754883,0.269136203429835,0.45256901180621273,0.3178789615631103,0.2535121589899063,0.3475291579961777,8.728566886113102e-05,8.728566886113102e-05,8.728566886113102e-05
29,15,0.3003958105412435,0.2631949075716258,0.3119130014502701,0.0768648422318487,0.06941921964063115,0.08002224743399519,0.298563360487011,0.2845325913026542,0.3331413713128448,0.3552608450663458,0.26724819983205483,0.4606520667726011,0.3016329492841448,0.25947580592972885,0.35246194899082184,8.362196501476348e-05,8.362196501476348e-05,8.362196501476348e-05
30,15,0.292322658434484,0.2539575849391828,0.3178975531297137,0.074507713568886,0.0666480634792066,0.07923805213581839,0.2896826796770514,0.2764784582616405,0.3398376531545272,0.3295831680297851,0.25523010021995374,0.44587340545654297,0.3155958652496338,0.2655934861728123,0.37908414006233215,7.959536998847742e-05,7.959536998847742e-05,7.959536998847742e-05
31,15,0.2797741062402306,0.26687151359964406,0.2930345663846991,0.0724559112653067,0.06632461492024205,0.0772749530655175,0.3106383585071283,0.2785744449115411,0.3143931468707718,0.2897487159994045,0.2561725680361089,0.38631105128022813,0.3020094037055969,0.26823570047106055,0.32246163487434387,7.525e-05,7.525e-05,7.525e-05
32,15,0.2661682450079959,0.24085963470419308,0.2906435826528579,0.0709519421176879,0.06444835348552926,0.07640753507415975,0.2940038715227744,0.26577548263668643,0.3105501797411174,0.3182838016349092,0.29607552144530547,0.4226713556112702,0.2946705136980329,0.25961245596408844,0.3229674994945526,7.063346383225212e-05,7.063346383225212e-05,7.063346383225212e-05
33,15,0.2546948875386828,0.24922507304789515,0.28354166981732654,0.0686932926338628,0.0619532771781148,0.0721149938218816,0.2864024449271046,0.26245378417918164,0.3029822888108139,0.3206775245666504,0.29245282932953953,0.4167995226751897,0.3000783920288086,0.2611001133918762,0.324584424495697,6.57963412215599e-05,6.57963412215599e-05,6.57963412215599e-05
34,15,0.2526513380514087,0.23127631695250872,0.27772464210434855,0.0665366883870288,0.06260176031427325,0.0735535703780973,0.2707026415102508,0.25916121991899904,0.29253660969630135,0.3079301814443057,0.28457551500430167,0.41910735450823283,0.2923255562782287,0.2381749302148819,0.31796418130397797,6.079162869547908e-05,6.079162869547908e-05,6.079162869547908e-05
35,15,0.2464807935464989,0.22925145229799176,0.2589547089110184,0.0663266928030739,0.059030978199362996,0.0713660106233113,0.273305121632197,0.25323865620221164,0.2862626091216278,0.3427609905754168,0.27796807360116654,0.4906016578674316,0.2800642762865339,0.25128661096096033,0.31823461396353586,5.567415893174885e-05,5.567415893174885e-05,5.567415893174885e-05
36,15,0.2382134572378688,0.22074000394348925,0.2504601519452576,0.0633332744457546,0.056676079525535106,0.06701476384307875,0.2614493890976216,0.24772986269574826,0.28176968992297047,0.3518406189594072,0.28352692606775654,0.38232970750946355,0.3129607737064361,0.2827633172273636,0.3354376554489136,5.0500000000000015e-05,5.0500000000000015e-05,5.0500000000000015e-05
37,15,0.236126524885562,0.22026034998840624,0.24402757906385605,0.0620632586147847,0.05543322075368435,0.06567085966548444,0.2604930799624196,0.2505877073494118,0.2773032298941842,0.3409544050079031,0.27472270097093604,0.42111248216923974,0.2775511145591736,0.2522870302200317,0.3132357384477342,4.532584106825116e-05,4.532584106825116e-05,4.532584106825116e-05
38,15,0.233486186536209,0.209096341404301,0.2410633759014624,0.0599352556293627,0.053355180444955005,0.0640431974291252,0.2506363356260088,0.2454947525101373,0.2707497418086525,0.3620877075195312,0.2788967612955173,0.45380116947530885,0.2799206674098968,0.2584891574723379,0.320532962679863,4.020837130452091e-05,4.020837130452091e-05,4.020837130452091e-05
39,15,0.2242029225938475,0.2040609806732241,0.23875523098027585,0.0602278877705746,0.05299607410585985,0.06218452035836605,0.2525255583420155,0.23773890291136052,0.26846466477882075,0.3308485946655273,0.26487918113064823,0.4271427350781627,0.2699573934078216,0.2369252890348434,0.3073149536337171,3.5203658778440106e-05,3.5203658778440106e-05,3.5203658778440106e-05
40,15,0.218817505245678,0.20691808888668917,0.2313550345527523,0.05891948851085,0.0524628694964253,0.0606900855995442,0.2491827032719097,0.2361142812749149,0.2641156917414992,0.3392980918884277,0.26191907011841425,0.42106500999214724,0.2802504130772182,0.2524786974702562,0.3171866557427815,3.0366536167747906e-05,3.0366536167747906e-05,3.0366536167747906e-05
41,15,0.2165463016825107,0.19827733166685801,0.2289598001345296,0.0578369489932845,0.05171862925027375,0.0594978734948858,0.2435380772362148,0.23256628403868945,0.2661454193224301,0.3562996597290039,0.2626890177762242,0.433243218648065,0.2777351311274937,0.24912326250757486,0.3077427446842193,2.5750000000000013e-05,2.5750000000000013e-05,2.5750000000000013e-05
42,15,0.212371121477315,0.19275442806602155,0.22213382666439424,0.0566100537446063,0.051472623194119244,0.0602406784293069,0.2454845091106259,0.22899437808810616,0.25878250712770157,0.3176790161132812,0.27969901555820964,0.4164235842596624,0.2719863823481968,0.2501433129821505,0.2913945615291595,2.1404630011522583e-05,2.1404630011522583e-05,2.1404630011522583e-05
43,15,0.2092508762184471,0.1895026575150999,0.21669012399042575,0.055240344832356,0.04982770663103295,0.05921446770054485,0.2382475187468403,0.22671909146239966,0.25484622941493723,0.3379553909301758,0.27148262087819597,0.41993151839738035,0.2758913338184356,0.23706031910010744,0.29070647060871124,1.7378034985236535e-05,1.7378034985236535e-05,1.7378034985236535e-05
44,15,0.2031259177333096,0.1938083267010177,0.21536292266657145,0.0557212708532171,0.049233608972978904,0.0576666212943685,0.2363011230591872,0.2316968661816498,0.25010998118375555,0.3282088050842285,0.27544253622778125,0.43527626938180825,0.2683427035808563,0.23510024164404186,0.30068445631435936,1.3714331138868997e-05,1.3714331138868997e-05,1.3714331138868997e-05
45,15,0.2082333168790713,0.18756955592369734,0.217013848386148,0.0558513365800037,0.04848935174905685,0.0565970454012657,0.2389890233247318,0.2265586015000703,0.25358777275311817,0.3419482612609863,0.28100225055779765,0.45430209562950524,0.2643652856349945,0.23499982697623115,0.29277842385428293,1.0453658778440109e-05,1.0453658778440109e-05,1.0453658778440109e-05
46,15,0.2042819327228225,0.18335708500808912,0.21010382641039305,0.0545944467894333,0.047278243930836655,0.0575776152250788,0.2385892777802721,0.2221988013868591,0.25097128515804645,0.3199988899230957,0.27614174409776404,0.4421773173145412,0.2701153755187988,0.23759077489376065,0.30299514744962963,7.631742512670284e-06,7.631742512670284e-06,7.631742512670284e-06
47,15,0.205698348775757,0.1830193227961739,0.21252954603499308,0.0542994857541817,0.048685451674143496,0.05758314700790135,0.2335220038277562,0.2294184881113535,0.2530835317911896,0.3343055038452148,0.275971040536393,0.43627410475740724,0.2682439684867859,0.24247193336486816,0.2930189328534263,5.279499846691251e-06,5.279499846691251e-06,5.279499846691251e-06
48,15,0.2035992739769575,0.18002363887678496,0.20724614126069069,0.0536209672780716,0.04751221075032885,0.0565262724728464,0.2319451205465269,0.22188705671206965,0.2480399232652581,0.3288506469726562,0.2748524811368426,0.4456495049073524,0.2717950940132141,0.2411333897284099,0.2949113483939852,3.4227024433899e-06,3.4227024433899e-06,3.4227024433899e-06
49,15,0.2050121779601058,0.18051258807144926,0.21067971988708545,0.0534007567826766,0.0470380625485929,0.0557823298721633,0.2339167153642552,0.22590181053129355,0.25313240714088636,0.3315362854003906,0.27615040466744023,0.44572972366490315,0.2723626792430877,0.23995058238506314,0.29095101143632607,2.0816937636766182e-06,2.0816937636766182e-06,2.0816937636766182e-06
50,15,0.1972471620817385,0.18144448747513658,0.20488344852856794,0.053364125823468,0.0480982160708657,0.05671647504014975,0.2324232664661977,0.2212115846855074,0.24420126734769745,0.3310311126708984,0.275303088110079,0.4346801108920697,0.2710676789283752,0.23953408002853388,0.2960144920008523,1.2711661792704663e-06,1.2711661792704663e-06,1.2711661792704663e-06
51,15,0.2255376137081702,0.2121648029449347,0.23799346969661628,0.0595243604565652,0.0536935901736464,0.06368766138149905,0.2610834785342392,0.24230669780596695,0.2696806832754548,0.3104022674560547,0.26210944487006405,0.391198488609078,0.2680495381355285,0.23145418720585953,0.29956413805484766,0.0001,0.0001,0.0001
52,15,0.2254214263071875,0.21787650497698213,0.24119835615832336,0.0596493926551089,0.05437084867581325,0.06328276278271866,0.2625967712695416,0.24449788832663621,0.28183239793062553,0.3233852729797363,0.2858580694954649,0.3645568406999725,0.2991344247545515,0.25229552388191223,0.3193224178893226,9.99321619703514e-05,9.99321619703514e-05,9.99321619703514e-05
53,15,0.2167620367660254,0.21519529780464103,0.2478601840552265,0.0621506296106483,0.057103457307887046,0.065504726071585,0.2622658309125973,0.2353532950100391,0.2823760060145873,0.3383403968811035,0.28550203111283623,0.42481626345447654,0.2879374708448137,0.2580946832895279,0.3200267553329468,9.972883382072954e-05,9.972883382072954e-05,9.972883382072954e-05
54,15,0.2276734067488086,0.20946728781036622,0.242051120118207,0.0578628101923471,0.05331002814837715,0.06271391992065795,0.2560393290520298,0.24572546370265655,0.27331813980514374,0.3473586170943742,0.2573539151743091,0.4410483512878418,0.2630374729633331,0.22724440693855286,0.3309190422296524,9.939057285945931e-05,9.939057285945931e-05,9.939057285945931e-05
55,15,0.2233054930321533,0.20852030017037482,0.25615098491028254,0.0602340983369375,0.0528604813618975,0.06419558382957476,0.2610440908657855,0.2448577546060589,0.27807983167729294,0.3379332886528723,0.29247969755315856,0.4151586639281787,0.257247120141983,0.23964165151119232,0.31791807711124415,9.89183062363234e-05,9.89183062363234e-05,9.89183062363234e-05
56,15,0.2226379023265278,0.20956758504060236,0.23310312414494422,0.0562156112736253,0.05287322693152835,0.0625129408678424,0.2553599386384189,0.2378072028419883,0.2711978569619507,0.3135286254882812,0.27746927981311253,0.4354982874466439,0.2664870619773865,0.250259165252958,0.34562861919403076,9.831332840130888e-05,9.831332840130888e-05,9.831332840130888e-05
57,15,0.2217529307463267,0.20780105462858356,0.23271174288367297,0.0552458838834767,0.05321293990367415,0.05982007926982655,0.2552925839574978,0.24035949324761718,0.26701251014881106,0.3274485473632813,0.2897961680743329,0.4479662632000676,0.2640897631645202,0.22950293123722076,0.3200503268412181,9.757729755661012e-05,9.757729755661012e-05,9.757729755661012e-05
58,15,0.2104375558425724,0.20471240347050684,0.2190657431564227,0.0558439421313809,0.0506052736880646,0.0594212801080658,0.2503562056634911,0.2318451119642475,0.26382089564221245,0.3340903854370117,0.2853926992356043,0.4803591138896751,0.2806360721588135,0.25876203817980625,0.3370977746588843,9.671223111161148e-05,9.671223111161148e-05,9.671223111161148e-05
59,15,0.2139585547474072,0.20341254502628175,0.22874245608169244,0.0546531915025725,0.04889885412392865,0.0596014745881991,0.254002868627151,0.2413513081262263,0.26711107376921817,0.3701263585041479,0.2762616014378359,0.44953502784807653,0.2887768745422363,0.258325919508934,0.31638482638767784,9.572050015330874e-05,9.572050015330874e-05,9.572050015330874e-05
60,15,0.2132536459338757,0.20495458921460147,0.2195064590420362,0.0549866780513894,0.050158530833930695,0.0590807054297197,0.2512600994881083,0.2380972812314081,0.25902462274961646,0.3427881164550781,0.2623581991304433,0.43193793150590654,0.2778400012425014,0.23080754067216602,0.3301970064640045,9.46048229473242e-05,9.46048229473242e-05,9.46048229473242e-05
61,15,0.2070448489201718,0.1990123639131263,0.2176487249811429,0.0529566983200386,0.04769380122035685,0.05689481424091215,0.2511243483140355,0.23715411308070533,0.2565571266249653,0.3521583480834961,0.24931992668076125,0.445766246540248,0.2751937806606293,0.21952775120735166,0.3148881494998932,9.336825748732972e-05,9.336825748732972e-05,9.336825748732972e-05
62,15,0.2042653137335916,0.1918020224391225,0.21414915781678545,0.0507892184165757,0.04541073933489185,0.0562380976197304,0.2423193365289825,0.22677758343923696,0.26017647536094,0.3113209953308105,0.25476469650457867,0.41204263254539253,0.257563829421997,0.25148429402283257,0.2814123183488846,9.20141931132985e-05,9.20141931132985e-05,9.20141931132985e-05
63,15,0.1989206234251014,0.19114147297565415,0.2137422127903636,0.0521878629557754,0.0448583556010721,0.05627931201722475,0.241515828615823,0.2293101425086269,0.25591806128501493,0.3462894020080566,0.2544862446303296,0.4593860494897362,0.2810698577335903,0.2528119151081357,0.3210495007889611,9.05463412215599e-05,9.05463412215599e-05,9.05463412215599e-05
64,15,0.1998661000360057,0.18991972624353015,0.20672736570216244,0.0490522601172487,0.04407085704783195,0.053679310103428496,0.2393372448737104,0.2263583179963913,0.25230947638562684,0.310088511594792,0.26070224417568316,0.4300686413708479,0.2547610402107239,0.23970401287078855,0.2965735324791499,8.896872509212006e-05,8.896872509212006e-05,8.896872509212006e-05
65,15,0.201564799503199,0.18811773142154886,0.2041478003549182,0.0478580117881595,0.044615888425847,0.05324401844458465,0.2382299516657743,0.2318304607086541,0.2522797674065247,0.3106117324829101,0.2709056668482702,0.4512483785765174,0.2653602957725525,0.2539345473051071,0.31185920536518097,8.728566886113102e-05,8.728566886113102e-05,8.728566886113102e-05
66,15,0.1983803084625036,0.1831027345452353,0.20182916977064286,0.049086341991245,0.042884213414140906,0.05134337323405425,0.2325949393931935,0.2230988875450016,0.2486520217244427,0.3132482299804687,0.2675464131183717,0.39230105774223323,0.2582545621054513,0.22850134968757624,0.3151069836957114,8.55017856687341e-05,8.55017856687341e-05,8.55017856687341e-05
67,15,0.1892463905078482,0.18526501363430725,0.2049832930757565,0.046796274317885,0.04194289687469735,0.0520377336042444,0.2394153749618619,0.22542566576601047,0.24817464753921215,0.3312279337460233,0.2798563931283201,0.38522423198188793,0.2693594694137573,0.2381204217672348,0.28804305195808405,8.362196501476348e-05,8.362196501476348e-05,8.362196501476348e-05
68,14,0.1908499044227055,0.1792605749728751,0.1997423701441916,0.04928323706835835,0.044545102436166,0.051712428362737324,0.23227659710178705,0.2160117754513014,0.24241803389965796,0.3455259742736816,0.27809062518245925,0.43907569891525283,0.2538619722638811,0.22232600301504132,0.3028668165206909,8.165135935696696e-05,8.165135935696696e-05,8.165135935696696e-05
69,13,0.180786459702445,0.1763623037039068,0.1894746010825169,0.0453153319805175,0.0435521693277265,0.048680836960071,0.2270889816888441,0.2187278897884769,0.2362287371591608,0.3563178634643554,0.2420912767442408,0.3986194368744741,0.2525585293769836,0.2217154204845428,0.2824880736214774,7.959536998847742e-05,7.959536998847742e-05,7.959536998847742e-05
70,13,0.1804707181788915,0.1743725453141703,0.1870477536439499,0.0465601360948474,0.0410491201812365,0.0491932371594182,0.227816878357306,0.2097409288687522,0.2398820767965031,0.3261163711547851,0.2604049973689001,0.4480829819756357,0.2719879746437073,0.2264551520347595,0.279848711831229,7.745963223324384e-05,7.745963223324384e-05,7.745963223324384e-05
71,13,0.1807454124276096,0.1724624089071746,0.1862492040141983,0.0453899825080248,0.0417994062771416,0.0482779593519565,0.2323908081098501,0.2108051291354301,0.2356473607395838,0.2879923515319824,0.2495069456455429,0.4118128778662528,0.2571795284748077,0.2376799583435058,0.279233591897147,7.525e-05,7.525e-05,7.525e-05
72,13,0.1773902237258183,0.1746790132237555,0.1872585239270464,0.0437227322607319,0.0416009250826151,0.0494537564938685,0.2243013487840684,0.2105649512017791,0.2408842239043979,0.3212506561279297,0.2602944198830387,0.4640174566841337,0.2546820938587188,0.2294360995292663,0.2917309829166957,7.297252973710757e-05,7.297252973710757e-05,7.297252973710757e-05
73,13,0.1809753301333747,0.1665998501506931,0.1965229454329639,0.0432800990286987,0.039419247369681,0.0469491558381878,0.2280628591126113,0.2127641817832512,0.2400088481860831,0.36815559718828,0.2522696502155465,0.4212592147117437,0.2465143884931291,0.2298774719238281,0.2734290531703404,7.063346383225212e-05,7.063346383225212e-05,7.063346383225212e-05
74,13,0.174764473220376,0.1689983299496052,0.1856567407024034,0.0435685882712807,0.0407436516766172,0.0455258107352969,0.2272266359917055,0.2084156433832772,0.2343526374236559,0.3224545909512427,0.2704012068566258,0.4004004152114209,0.2552387373788016,0.2224994897842407,0.2686317988804408,6.823921350249237e-05,6.823921350249237e-05,6.823921350249237e-05
75,13,0.1755101398079102,0.1741641201537187,0.1825594667225482,0.0425523717927739,0.0384077791202966,0.0464904278333451,0.2281695979249422,0.2088667426670792,0.2351595109610625,0.4079845292227609,0.2686860513906201,0.4390575605569426,0.256272554397583,0.2372357547283172,0.2618359923362732,6.57963412215599e-05,6.57963412215599e-05,6.57963412215599e-05
76,13,0.1719644644724099,0.1698081767272842,0.1804026323976779,0.0400373295953591,0.0386620406113411,0.045196063004709,0.2235848095844204,0.2048321164659959,0.232208815045399,0.3349904251098632,0.2622433139573195,0.4291331733624959,0.2342237404414585,0.2247881889343261,0.2884927093982696,6.331154273257477e-05,6.331154273257477e-05,6.331154273257477e-05
77,13,0.1682833089005379,0.1635550197691825,0.1759705203506884,0.0409908150245382,0.0380900091009992,0.0441862664239477,0.2229219174732594,0.2098999199988388,0.2301783759095584,0.3533486897499194,0.2577454055805064,0.3986494960975013,0.260140985250473,0.2405433058738708,0.2710074016026088,6.079162869547908e-05,6.079162869547908e-05,6.079162869547908e-05
78,13,0.1678976957900662,0.1645630213017573,0.1752198490714953,0.0404602083823947,0.0364713123861735,0.042937873746473,0.2197999089819366,0.202367804617161,0.2308796640250374,0.2938417701721191,0.2486139361379164,0.3939814747105933,0.2443814575672149,0.2231434881687164,0.262467086315155,5.824350601949144e-05,5.824350601949144e-05,5.824350601949144e-05
79,11,0.166660664202713,0.1642940808971443,0.1727155264785356,0.0425500334860902,0.0391340960613384,0.043010744525789554,0.2106084232886765,0.2012672672628443,0.22830519826547457,0.3906755674453008,0.26281070614009305,0.4330282756195136,0.2504455149173736,0.21995757520198822,0.2777084474052701,5.567415893174885e-05,5.567415893174885e-05,5.567415893174885e-05
80,11,0.163291965825696,0.15692311254710875,0.16740107212485633,0.0388493954188334,0.03874916286653155,0.0418652083891687,0.2100968606341557,0.20188293896217918,0.2233910107858459,0.3470373708148335,0.25002780919039513,0.42904575644125087,0.2563055753707886,0.22480418000902444,0.272657036781311,5.309062983402572e-05,5.309062983402572e-05,5.309062983402572e-05
