Epoch,n_runs,Train_Loss_median,Train_Loss_q25,Train_Loss_q75,Train_Data_Loss_median,Train_Data_Loss_q25,Train_Data_Loss_q75,Train_Phys_Loss_median,Train_Phys_Loss_q25,Train_Phys_Loss_q75,validation_station_mae_catalog_median,validation_station_mae_catalog_q25,validation_station_mae_catalog_q75,validation_event_mae_catalog_median,validation_event_mae_catalog_q25,validation_event_mae_catalog_q75,LR_median,LR_q25,LR_q75
81,11,0.1608913802723474,0.1555908797163339,0.17269262650933048,0.0394258489368167,0.03613526564873405,0.04140447944677665,0.2065424782180839,0.20025347312330885,0.22659775011161565,0.3828777194947235,0.2702841338902806,0.42976358060952957,0.2431338131427765,0.22983264710221965,0.27145898129258833,5.0500000000000015e-05,5.0500000000000015e-05,5.0500000000000015e-05
82,11,0.1601183259948067,0.1504792387112101,0.17005591331148057,0.0382627387735051,0.03640798559968935,0.04139344941543145,0.2031768948455418,0.19911466526411437,0.22604598423852446,0.3643888677341465,0.25977799141081626,0.40696787047033134,0.2399997413158416,0.2127927924905504,0.2644698321819305,4.790937016597429e-05,4.790937016597429e-05,4.790937016597429e-05
83,11,0.1607130083728866,0.15661860077876444,0.17081815428792246,0.039236047377904,0.036100851530714545,0.04050507411450945,0.2091866438695667,0.20294235376411685,0.22323687319215896,0.3693463915870303,0.2488205977172473,0.4459126698602106,0.265745460987091,0.23906139816556654,0.28210496689592085,4.532584106825116e-05,4.532584106825116e-05,4.532584106825116e-05
84,11,0.1574049739458439,0.15359812571992115,0.1708163347139393,0.0388821950543296,0.0346839542982819,0.039846559066606904,0.205731233751421,0.19785931076532598,0.22495390777155225,0.3602455245828048,0.2558886756466955,0.44701546553062044,0.2424004759107317,0.22595700621604914,0.25928307005337303,4.275649398050857e-05,4.275649398050857e-05,4.275649398050857e-05
85,11,0.156209103566691,0.14969602302891033,0.170158096376641,0.0385967270921862,0.03463839088274995,0.0396488727281534,0.2036139802400923,0.19554139676073545,0.22796766892086945,0.4079357851647327,0.24810441078678253,0.4434765757855256,0.2447425127029419,0.2215554501329149,0.26784002780914307,4.020837130452091e-05,4.020837130452091e-05,4.020837130452091e-05
86,11,0.1556595052502604,0.1507035880107775,0.1617391590000123,0.0371356656115964,0.03347041541067155,0.038987491465284296,0.2067814093771625,0.199459310071547,0.21763863558289098,0.4066470881237144,0.25102129697059494,0.45509749572848757,0.2504766583442688,0.22462509146758486,0.25933919634137836,3.768845726742523e-05,3.768845726742523e-05,3.768845726742523e-05
87,11,0.1613586986320489,0.14810588518400997,0.1636704182066006,0.0368913764085557,0.0327239785198388,0.0402171837234796,0.2027914012230554,0.1999683317473963,0.2213610357443887,0.3395349279722634,0.25573984671521643,0.4337724006666899,0.2497405409812927,0.22543516755104065,0.2634552887507847,3.5203658778440106e-05,3.5203658778440106e-05,3.5203658778440106e-05
88,11,0.1565055588622553,0.14918438198345454,0.16057334879732166,0.0362068489764404,0.0333527890228692,0.038355808269710454,0.2046692703420526,0.19738275412880546,0.2195040593497297,0.3824709409627143,0.24648100862432054,0.4183473017783228,0.242917388677597,0.20545624196529383,0.2721962460449763,3.276078649750764e-05,3.276078649750764e-05,3.276078649750764e-05
89,11,0.1529440924084299,0.1500255965180891,0.16481394675792815,0.0354524676817801,0.03277018730371215,0.03896415922500805,0.2070695829418103,0.19641328266763236,0.2182046975512599,0.3820040424004741,0.25062763543046135,0.4515639434423842,0.2452268898487091,0.21615822826113015,0.2670430902923856,3.0366536167747906e-05,3.0366536167747906e-05,3.0366536167747906e-05
90,11,0.1535200972391557,0.14734524255072445,0.1623849938356518,0.0355871476999014,0.0323010435706721,0.03793165895901205,0.203110739430657,0.19729628240525765,0.2198276438081429,0.3837557995438179,0.25182022941911186,0.4465086431081175,0.2445805753980364,0.2250885814428329,0.2692318196807588,2.802747026289244e-05,2.802747026289244e-05,2.802747026289244e-05
91,10,0.14941426158370363,0.14339698790372377,0.15519431259648533,0.036689198431539644,0.0323865803226446,0.037679971508099805,0.20035360451519385,0.19311079256743158,0.20961805737105293,0.3858621585144685,0.2674891522818208,0.4325377513858474,0.24194997336183272,0.21679329765694483,0.2571028886096818,2.5750000000000013e-05,2.5750000000000013e-05,2.5750000000000013e-05
92,10,0.14534901191197297,0.14244278746234304,0.15523526048541617,0.0351645203911011,0.03157923464241982,0.03741007436310155,0.19858930388071355,0.18989139353466988,0.2114031454448404,0.3684920221732172,0.2509784390011414,0.4641143676462731,0.2451044874531882,0.22990012168884275,0.2546241804957389,2.3540367766756174e-05,2.3540367766756174e-05,2.3540367766756174e-05
93,10,0.14726100050187907,0.14427811302184257,0.154846322510226,0.0351294956452236,0.03091648253764745,0.03764711855901377,0.2001029146925688,0.191552664730824,0.2099883073162156,0.38021455465889187,0.25658691699229824,0.45552240998395654,0.2462023262466703,0.23018930107355118,0.2611430883407593,2.1404630011522583e-05,2.1404630011522583e-05,2.1404630011522583e-05
94,10,0.14714519058228165,0.14203285991947373,0.15907786560603915,0.035218864300227304,0.0307571265984434,0.0368492699991215,0.19831532720811265,0.19148399375531802,0.2134477320864545,0.38477472662265644,0.2612684133578217,0.42969253045536426,0.2370062917470932,0.2190398648381233,0.25765497343880783,1.9348640643033057e-05,1.9348640643033057e-05,1.9348640643033057e-05
95,10,0.15055809160055733,0.13971291444966794,0.15504447850485306,0.03530628605821315,0.030337201618726273,0.036690647821866804,0.19715540856954972,0.19524208403607268,0.21102193016188064,0.3776502046870235,0.25165268506903,0.44096983505380594,0.23377542197704315,0.21911177784204483,0.25514027050563265,1.7378034985236535e-05,1.7378034985236535e-05,1.7378034985236535e-05
96,10,0.14523181815505648,0.13973905781900775,0.15535214191065896,0.034447672233487506,0.030337556927992525,0.035613822435668775,0.19477027418775175,0.1896699574804453,0.2126857359732456,0.38851664285459125,0.26677180712469994,0.46988789273917564,0.24135003983974454,0.2293906041554042,0.24621100936617168,1.54982143312659e-05,1.54982143312659e-05,1.54982143312659e-05
97,10,0.14602809303778963,0.14144499217403564,0.15503060037214333,0.034450184569372,0.030150811463432077,0.035049052681045446,0.19703681677130597,0.19154558406747155,0.213148744699829,0.3971329149877774,0.25474313902397117,0.4784330731768396,0.24044748714991976,0.22840026021003723,0.2577909124749047,1.3714331138868997e-05,1.3714331138868997e-05,1.3714331138868997e-05
98,10,0.14867784119553218,0.13917072164835026,0.15811133220962997,0.0341487381802132,0.030759461383461226,0.0360405176756987,0.1955888625223965,0.19177149340747568,0.21636524113325847,0.38232144327258744,0.2579020091670035,0.4568064206258219,0.2387493188892092,0.2298884966543742,0.26309674233198166,1.2031274907879942e-05,1.2031274907879942e-05,1.2031274907879942e-05
99,10,0.14551195061782474,0.1377018303831348,0.15040681800123182,0.03440499243256595,0.030112015863854102,0.035476137870866974,0.19659324776587175,0.19158401437769404,0.2072119699280486,0.386570194102865,0.2659031351933596,0.454134909542752,0.23586776426860265,0.2221811264753341,0.25685677358082365,1.0453658778440109e-05,1.0453658778440109e-05,1.0453658778440109e-05
100,10,0.14650197347111105,0.1387985911863034,0.15278602628587068,0.033929288011056796,0.0292922990292914,0.03542280080105413,0.1981183668085811,0.1930994958701354,0.20937505848192325,0.3911028172354629,0.25527052414988083,0.4609513140311584,0.23602412641048431,0.2217077932187489,0.25422998837062294,8.985806886701515e-06,8.985806886701515e-06,8.985806886701515e-06
101,10,0.14726770020795954,0.1367431278541057,0.15219681770246996,0.0337951871571229,0.0294941140655542,0.03525805384616661,0.19506601919252387,0.19377991984562454,0.20986300167466462,0.3802035765790464,0.26379158748231785,0.46729499739923147,0.234918400645256,0.21697804970400666,0.2500192352703639,7.631742512670284e-06,7.631742512670284e-06,7.631742512670284e-06
102,10,0.1438477294935283,0.13832019368101617,0.1554795027572154,0.03386220245395325,0.0295484116949492,0.035245861334362805,0.1971184817989867,0.1898722166283502,0.21164875309828776,0.38777060894211,0.26372856673777434,0.45987056053605757,0.23417609291417257,0.2221712917089462,0.2541843035391399,6.395177052675795e-06,6.395177052675795e-06,6.395177052675795e-06
103,10,0.1454551738323459,0.1384357352654379,0.15077512636552542,0.0324574621023679,0.0298673289410527,0.03503576879966577,0.1975489844079792,0.19437645381563223,0.20929507160014477,0.38313003737533075,0.26293419824258574,0.45474155709919634,0.2271317350012915,0.2187177985906601,0.2500097836766924,5.279499846691251e-06,5.279499846691251e-06,5.279499846691251e-06
104,10,0.14157092694343704,0.13794002709222686,0.1504808048850316,0.0333927835592855,0.02868580007363505,0.0355299013365392,0.19635482502675866,0.18767914645042794,0.20808827019600365,0.389172663324299,0.26238794226063666,0.4553160871108615,0.22636209854057848,0.21491839310952593,0.25191326013633186,4.287768888388514e-06,4.287768888388514e-06,4.287768888388514e-06
105,10,0.144562666600495,0.1383998323271218,0.15307383846162229,0.0333628010057882,0.0301263074491233,0.035530514903659355,0.19675382456338186,0.1896190640551852,0.20970763330551784,0.3855000706606133,0.25680747001280435,0.45663467922481366,0.2261659332684108,0.21832642597811555,0.25194793726716713,3.4227024433899e-06,3.4227024433899e-06,3.4227024433899e-06
106,10,0.14552373052534975,0.1396642729120144,0.15048727365638043,0.033094544555733046,0.0288086262027308,0.03463930102408395,0.1984814194029499,0.1928323270441597,0.20559373185905705,0.3855270803436752,0.25982753799041175,0.4574463684566952,0.2246471643447876,0.21795995533466336,0.2532934972218105,2.6866715986911185e-06,2.6866715986911185e-06,2.6866715986911185e-06
107,10,0.1398526428639821,0.1374392804733898,0.1472573845574538,0.0328067211695321,0.0290081548083501,0.035364805744279124,0.1960262621974958,0.18497867463474565,0.20502475506496276,0.3887267849374054,0.26311774117883774,0.4599474802749526,0.2311961970158985,0.22142183993543896,0.25518395006656647,2.0816937636766182e-06,2.0816937636766182e-06,2.0816937636766182e-06
108,10,0.14240807418614526,0.1392184637136177,0.14544112967358808,0.032704738046252554,0.029064551294041424,0.03454673199964722,0.19582132892792345,0.18844484347645843,0.20336279114722558,0.3848797361452054,0.2587975348590732,0.46614770921101856,0.2247676104307174,0.22062653835330687,0.257644698023796,1.609427140540686e-06,1.609427140540686e-06,1.609427140540686e-06
109,10,0.14143162661989875,0.13691376251366666,0.15181466979281277,0.03308583557356565,0.02928894378275065,0.034379158584844846,0.19523376395737635,0.18936321621224708,0.20959800907951212,0.3848634650672921,0.25932589510672466,0.4641333564534621,0.2261729048831122,0.21996151975222988,0.2565863920109612,1.2711661792704663e-06,1.2711661792704663e-06,1.2711661792704663e-06
110,10,0.14126147104587616,0.13600381493094174,0.15006932509556722,0.033480161742252254,0.028957624806853148,0.03487847610354,0.1955637632552503,0.1890027698201016,0.20889404499803485,0.38417900387498893,0.259641866698655,0.4645297559146472,0.22674661236149923,0.21994338503905703,0.25449047556945253,1.0678380296485951e-06,1.0678380296485951e-06,1.0678380296485951e-06
111,10,0.16019305056041944,0.1465653169192984,0.16697172637361646,0.0369860411955047,0.0317679084227557,0.0384630914530334,0.20259351305336504,0.19668643203395014,0.21998058086629113,0.4024756097318326,0.2859864225837268,0.5096333506627468,0.26122118532657623,0.22035708171980714,0.2808389833995274,0.0001,0.0001,0.0001
112,10,0.15673641391713922,0.15289150903522467,0.17914877174733054,0.038146112510197255,0.03464599315209802,0.04037456084468345,0.20683170771845086,0.19965203560172506,0.2292802331892126,0.35911034822934884,0.2620412543175314,0.434175855693627,0.26452540499823435,0.2375212311744689,0.3000080755778721,9.998303758629009e-05,9.998303758629009e-05,9.998303758629009e-05
113,9,0.1614134414345109,0.1540913619559343,0.1696573631641145,0.0372565738686568,0.0364654921201508,0.0384598106465332,0.2093592438324745,0.2013593352741851,0.2225235952763243,0.3632111781723343,0.2502053275001847,0.4519922519443043,0.2627391517162323,0.2507355894361223,0.295860937663487,9.99321619703514e-05,9.99321619703514e-05,9.99321619703514e-05
114,9,0.1613201012929839,0.152113512944636,0.1671955255395055,0.0365114095058717,0.0340745506973522,0.0408448599187267,0.2049791965153149,0.2017343398347261,0.2210415191777267,0.3377891384221919,0.2287778712383866,0.459785221687055,0.249102383852005,0.2379626205989292,0.271948903799057,9.984740801978984e-05,9.984740801978984e-05,9.984740801978984e-05
115,9,0.1549160362128004,0.1533258811662744,0.1728543545782632,0.0362407918201075,0.0332964699734096,0.0405472216109609,0.207187396264622,0.2001572461483666,0.2314890753164043,0.3779604464010279,0.2743882056205503,0.4269308969956036,0.2724139349801199,0.2531357705593109,0.277858167886734,9.972883382072954e-05,9.972883382072954e-05,9.972883382072954e-05
116,9,0.1581753115767125,0.1522662562100455,0.1672721079808829,0.0362514975162687,0.0354807477007111,0.0395643006100176,0.2016285905320174,0.1977871948679637,0.2224624067499298,0.3298221415987574,0.2797938694729107,0.4847882314113815,0.2552073001861572,0.2024723887443542,0.3117867410182953,9.957652063800364e-05,9.957652063800364e-05,9.957652063800364e-05
117,9,0.1603117844683707,0.1494300175418672,0.1698498041418938,0.0355996663415369,0.0328431564675969,0.0380741751440451,0.2058464920783695,0.1992403336249043,0.2229796129907802,0.3612676210709716,0.2410271405078368,0.4093864056491113,0.235082745552063,0.2122675010136195,0.2664966881275177,9.939057285945931e-05,9.939057285945931e-05,9.939057285945931e-05
118,8,0.1558517115358533,0.1543086810855976,0.17441074474357052,0.0376217383711299,0.033030748991181275,0.0390213642506599,0.20808059678089008,0.20341467311988815,0.2175347938617089,0.32075435336889085,0.2625930831406785,0.397414836112579,0.23098226530211308,0.2068502232432365,0.24891133819307595,9.917111792441576e-05,9.917111792441576e-05,9.917111792441576e-05
119,7,0.1577413773891115,0.15592462708273336,0.1685001920791973,0.0371865027883664,0.03205068475893555,0.03829377173628925,0.2070641245280502,0.2012431064427932,0.21915590822975817,0.3699885893237683,0.26840657507452004,0.4381281297204238,0.2477632462978363,0.2215660512447357,0.2667169868946075,9.89183062363234e-05,9.89183062363234e-05,9.89183062363234e-05
120,7,0.1572230913395355,0.15010603772094633,0.16435286318899667,0.034643456294456,0.033288091294180644,0.03887424759477135,0.2027034518588825,0.20208648760545234,0.2098238673853971,0.383624645562663,0.24880047091617497,0.4642895432422025,0.228780061006546,0.21508577040263582,0.27436164021492004,9.8632311059685e-05,9.8632311059685e-05,9.8632311059685e-05
121,7,0.1558639301992807,0.15356153891354746,0.16015770425019665,0.0347474823609282,0.032822842937777846,0.0366054524368528,0.2101945644114551,0.19556758327570023,0.2157621015023527,0.3662279922172741,0.27091061925657395,0.3977246722877158,0.2230012714862823,0.22282010316848755,0.2500974833965301,9.831332840130888e-05,9.831332840130888e-05,9.831332840130888e-05
122,7,0.1547209311636515,0.15309494680124336,0.16745228821093233,0.0364147583202758,0.03145764397936155,0.03734656530724025,0.211057645558379,0.19440438675649968,0.22314968093530752,0.3476185840889729,0.24610672149221735,0.3722763761201438,0.2342373984200614,0.2115673571825027,0.28998175902026035,9.796157687597556e-05,9.796157687597556e-05,9.796157687597556e-05
123,7,0.1470961444511983,0.14629365018243,0.1589339897228107,0.0341386118730258,0.0293719477141519,0.0371102906063015,0.200002544788859,0.19291054596224227,0.2172348780166273,0.3667780009087006,0.27254034892050794,0.38858582991962287,0.2308229804039001,0.21600846520492006,0.2544482073613575,9.757729755661012e-05,9.757729755661012e-05,9.757729755661012e-05
124,7,0.1507047213351906,0.14712774248135735,0.1584665010321637,0.0354195191395617,0.0300753544536387,0.0355664760037078,0.1984153216000644,0.19178033912118994,0.21477105306330374,0.3648799260457356,0.2573200934904267,0.45891917029092477,0.2378334999084472,0.22211669385433191,0.250436606151717,9.716075380906284e-05,9.716075380906284e-05,9.716075380906284e-05
125,7,0.1551449130729548,0.15315545574936257,0.1627903076376861,0.0354506003364318,0.0313085814378759,0.03581849499920525,0.2090275074302784,0.2003040376179876,0.2132125784932039,0.4086990594071803,0.2523112505172332,0.42329686457705423,0.2461347239358084,0.22621468986783705,0.26818485558032984,9.671223111161148e-05,9.671223111161148e-05,9.671223111161148e-05
126,7,0.1506063753186758,0.14372353581138775,0.16482263690933385,0.034270573446694,0.03022157966496095,0.0358919059906673,0.2042174610605558,0.19362314410174503,0.21384023707415245,0.3449576532061842,0.2719145341502388,0.44460538244194625,0.2354662077767508,0.21723580360412595,0.25506803180490223,9.623203685930868e-05,9.623203685930868e-05,9.623203685930868e-05
127,7,0.1451487824412313,0.1402907549728285,0.15635402688614086,0.0317821621875195,0.0280334853318831,0.035200258751438354,0.1979780805836437,0.18971111400213306,0.21753065638753283,0.3597454554746845,0.2711505883260754,0.40486581697812507,0.2144567966461181,0.207981988787651,0.23785851682935438,9.572050015330874e-05,9.572050015330874e-05,9.572050015330874e-05
128,7,0.1467016471008027,0.14126473277145635,0.15303212079855816,0.0327003707222129,0.028045117454605202,0.03476012083704455,0.1990929455030969,0.189377890831033,0.2138594023734442,0.3726937446087301,0.27291321050594425,0.42054315368466466,0.245523601770401,0.23749269545078275,0.26103871209280827,9.517797157531812e-05,9.517797157531812e-05,9.517797157531812e-05
129,7,0.1407740684210555,0.1405407147112127,0.1523104480659072,0.0313659338689751,0.0284687858273471,0.0343458106436869,0.1988805654593382,0.19082950286056535,0.20862041082201482,0.331619232595957,0.26913565498891645,0.39770322334598845,0.2427414655685424,0.2024535238742828,0.24514855657305035,9.46048229473242e-05,9.46048229473242e-05,9.46048229473242e-05
130,7,0.1473098096818913,0.14592984979259688,0.1580090008439661,0.0336714104793455,0.02909367053784525,0.03469735334556945,0.2040508985020207,0.1958269858192685,0.21246882875590678,0.3660706216974776,0.250684947057991,0.4172107500095304,0.2224432528018951,0.20987860858440394,0.23727902344294954,9.400144707676729e-05,9.400144707676729e-05,9.400144707676729e-05
131,7,0.1456480163442296,0.13986217478038132,0.15352997417130776,0.0304979525526137,0.0281988113333076,0.032777970774600054,0.2054696415370566,0.18639069362191615,0.2125109954535053,0.3067042196575853,0.2611028777091154,0.38422538324675237,0.2202614247798919,0.21864207514694756,0.23644417524337763,9.336825748732972e-05,9.336825748732972e-05,9.336825748732972e-05
132,7,0.1408006184339942,0.13597703282474338,0.15490300411943436,0.031280151026582,0.027944272307726448,0.0316561085089033,0.1964541086266654,0.18947231389830937,0.2098857578846791,0.3021392515991481,0.2682768634474205,0.38045664509533506,0.250192642211914,0.21668421796389986,0.26055863073893953,9.270568813552756e-05,9.270568813552756e-05,9.270568813552756e-05
133,7,0.1447477293952068,0.1441463818766197,0.15154722090906642,0.0316642844797437,0.02790298355662285,0.03295603526172905,0.2030006631634742,0.19109245159242605,0.21053769678892986,0.3579855445743531,0.27272613335053664,0.40375739606643957,0.237355500459671,0.21973673999309534,0.25175387518746506,9.20141931132985e-05,9.20141931132985e-05,9.20141931132985e-05
134,7,0.1439723209969362,0.14152656557418586,0.15232757849657969,0.0307782810109361,0.027101158206682602,0.032913306559418,0.203293881074867,0.18914460197667238,0.21010391199626122,0.3389465985768129,0.27178843544808573,0.36146143742177966,0.2114219665527343,0.20188038051128387,0.2358298940317971,9.129424633678978e-05,9.129424633678978e-05,9.129424633678978e-05
135,7,0.1412780631615114,0.13948517453843723,0.1460295863964643,0.030462029090508,0.02484113903890205,0.03172909815244125,0.1960159260207617,0.18972055007734695,0.2118935365302938,0.3192600855399604,0.2533192883937265,0.393005166206909,0.2262478555951799,0.21261118352413175,0.2518279999494552,9.05463412215599e-05,9.05463412215599e-05,9.05463412215599e-05
136,7,0.1354839336421661,0.13461433783338922,0.1494174141570343,0.0297260724584226,0.0254166280059284,0.0311588709404682,0.1978118821005126,0.1830634894553303,0.2125388766686624,0.3942452427556744,0.2597381670661213,0.42463235390410725,0.2571302652359009,0.24587021768093104,0.28957849315234596,8.977099034441615e-05,8.977099034441615e-05,8.977099034441615e-05
137,7,0.1412308866554369,0.13893504070547086,0.14579099483333563,0.0282184999495063,0.0251660131542739,0.03189771964004645,0.2003220696478566,0.1871579351371746,0.20547248636126506,0.3571558991407899,0.2971975445564819,0.42857927390610717,0.2101148962974548,0.20313701033592219,0.2316689150674002,8.896872509212006e-05,8.896872509212006e-05,8.896872509212006e-05
138,7,0.1427730091426829,0.13553275968301937,0.15070635566107024,0.0289387544273335,0.0250245568043915,0.03149479990322665,0.1953718481301462,0.1911865695656288,0.20642757324211095,0.335809874508204,0.2519316094307946,0.37006137167760567,0.2311925888061523,0.2036868780851364,0.2384233921766281,8.814009529720155e-05,8.814009529720155e-05,8.814009529720155e-05
139,7,0.1408505915338419,0.13770791715082914,0.14455193792612187,0.0298042966933472,0.025022278324554052,0.030964093685880448,0.193730971080707,0.18948976582927735,0.20365353441768552,0.3523889417004083,0.28722906952430055,0.38724940348569203,0.229390412569046,0.20978130400180817,0.25917165619986393,8.728566886113102e-05,8.728566886113102e-05,8.728566886113102e-05
140,7,0.1396271922414458,0.13539361266635605,0.1536277017264801,0.029285219345759,0.025746187997461097,0.0299893006126249,0.1987469687200937,0.1913307790395375,0.2078952975108247,0.3245828508142617,0.2608689420179087,0.35679688326940184,0.253083199262619,0.2016382217407226,0.2827794445412499,8.640603136510824e-05,8.640603136510824e-05,8.640603136510824e-05
141,7,0.1422549583057108,0.1380221283053932,0.14804491548193366,0.0289297983809808,0.024165551108694748,0.03160551914738965,0.1982520231815904,0.19139210205453133,0.20839676954087633,0.3693559198812525,0.2528471208898782,0.39329916192579634,0.2337355017662048,0.21514068543910975,0.2570679230349404,8.55017856687341e-05,8.55017856687341e-05,8.55017856687341e-05
142,7,0.1392228521993212,0.1320069989677263,0.14361149143110552,0.0283027703371324,0.025612252169189997,0.02897544199228195,0.2019670436097416,0.1815048526900514,0.20535350449765088,0.3621881380429695,0.2548838939637539,0.41068439547009644,0.2345607280731201,0.20883226394653315,0.2570705605404717,8.457355149684082e-05,8.457355149684082e-05,8.457355149684082e-05
143,7,0.1346945271341159,0.13029808520390612,0.1397960021144072,0.0277492801392015,0.023638845107368953,0.028796937877890498,0.1939642364247626,0.18484259597132197,0.2004182957867777,0.3482769805595592,0.25828427964184125,0.42285729061857547,0.2370293481009347,0.2261070907115936,0.25646286138466423,8.362196501476348e-05,8.362196501476348e-05,8.362196501476348e-05
144,7,0.1304042321516885,0.1289922482412597,0.1436908556790252,0.0273709670200236,0.0242001486308464,0.029261031481052698,0.1926028409162624,0.18080388022642352,0.2050689453773233,0.3458254735995236,0.2524517286069299,0.39036993278089416,0.264470100402832,0.21919803534235272,0.27254270017147064,8.26476783923441e-05,8.26476783923441e-05,8.26476783923441e-05
145,7,0.1345345745606246,0.1327839731253235,0.14095346986508506,0.0273314853360866,0.0223791452067096,0.029284958726021,0.1977091801193158,0.1830831443881108,0.20865897065660186,0.3548724759588738,0.2720310232298381,0.41534727197944915,0.2315813601016998,0.22763107717037195,0.24045563808509274,8.165135935696696e-05,8.165135935696696e-05,8.165135935696696e-05
146,7,0.1350059786480843,0.1304350832728898,0.1418834273987194,0.0273360687918528,0.022746988172478798,0.0276517981374081,0.1937753851689286,0.18676608307892695,0.20276731016303912,0.3393411224466621,0.2710213600220936,0.4065801717118171,0.2076678872108459,0.20267188549041745,0.2324859606368201,8.063369073593168e-05,8.063369073593168e-05,8.063369073593168e-05
147,7,0.1323504266019708,0.13057806269512856,0.1466204694822716,0.0270318203983805,0.02259104843396425,0.02820838001672905,0.1947957734816038,0.1884184037261562,0.20843629711214764,0.3465868737610472,0.25303728053761304,0.3880896721435412,0.238663945879255,0.19948896765708918,0.25951236699308666,7.959536998847742e-05,7.959536998847742e-05,7.959536998847742e-05
148,7,0.1327217904186311,0.1302497068400292,0.14092427371601196,0.0248148719794878,0.0225946135786512,0.0282405525532945,0.1931317572334769,0.18484031530800935,0.20292907885808345,0.3221072221251157,0.2750746242393717,0.37075760303805694,0.2250082790851593,0.21305145536150244,0.2516866475343704,7.853710872777923e-05,7.853710872777923e-05,7.853710872777923e-05
149,7,0.1363293105615254,0.13185854622234117,0.14239290496043294,0.0265963224527182,0.02136478452765905,0.0275754067544793,0.1936068939786593,0.18877610515783455,0.20261769451047407,0.3454530743401444,0.26303003991437346,0.39432664725471567,0.2267028987407684,0.2216025441884994,0.26056049551282606,7.745963223324384e-05,7.745963223324384e-05,7.745963223324384e-05
150,7,0.1319053701303446,0.1294041143268713,0.14013444782078466,0.024784818285117,0.02236954109775495,0.027883019536465152,0.1980085706724127,0.18062657188552125,0.2056678365000986,0.3685153911544107,0.26540820955533906,0.42395891797888124,0.2373313903808593,0.2229600995779037,0.2489891882453646,7.636367895343946e-05,7.636367895343946e-05,7.636367895343946e-05
151,7,0.1357751273321812,0.12862637092667314,0.14091694082435535,0.025136035033919,0.02079791921091815,0.02724878934498045,0.1958055067235434,0.1861602785769581,0.20747740925598063,0.3156069531657239,0.25091722313903014,0.38242390764883644,0.2208462059497833,0.19194002023765017,0.22924888134002686,7.525e-05,7.525e-05,7.525e-05
152,7,0.1312666159836814,0.1278307136000453,0.13904400494584934,0.0246846161141127,0.02142255725204005,0.027129872819872,0.193043098028381,0.18104787447173892,0.2082510739510809,0.3233250710919318,0.26534280221009676,0.40566420579176804,0.2334173023700714,0.21852622713361464,0.2444539325577872,7.411935863285063e-05,7.411935863285063e-05,7.411935863285063e-05
153,7,0.1286806955488369,0.12713275292646686,0.1363072582077593,0.0234938238916005,0.02070645550131795,0.026850680363984802,0.1937393750860197,0.1803141672471914,0.20087366852586452,0.4026769012839823,0.24541839807058605,0.4092423658148533,0.2416831254959106,0.21220880746841425,0.24786138534545896,7.297252973710757e-05,7.297252973710757e-05,7.297252973710757e-05
154,7,0.130793410146922,0.1267815658819382,0.1348561653925635,0.0241523602018247,0.020141757323210552,0.02623400130179855,0.1972589723595289,0.1800093841141577,0.2039743639124784,0.379375356904428,0.2642088137113682,0.3975286663304663,0.2293319106101989,0.20847098529338837,0.2547252348491123,7.181029929201061e-05,7.181029929201061e-05,7.181029929201061e-05
155,7,0.1303030002619973,0.12606099485885092,0.13791690979365978,0.0246520380543541,0.02082889344638465,0.0256270959672635,0.1921661439752658,0.18509086434891436,0.20072759539148594,0.4001167514923535,0.2565951104619092,0.42068290393613894,0.2464828831808907,0.19342254102230066,0.24729096889495844,7.063346383225212e-05,7.063346383225212e-05,7.063346383225212e-05
156,7,0.132599601527288,0.13116036164320627,0.1395506584190786,0.024710240585628,0.02060543534835355,0.02583783954399305,0.1944975143933948,0.1848131997775947,0.2047320243543298,0.368687047778834,0.2653173679417776,0.4038256773618932,0.2314732074737548,0.2075618505477905,0.24451147658484318,6.944282990207195e-05,6.944282990207195e-05,6.944282990207195e-05
157,7,0.130530813011637,0.12828409373898103,0.13530965526451916,0.0239191184144447,0.0197324492494543,0.025147539518289103,0.1957607475623679,0.18283379049758916,0.2015888482356017,0.3694714486004902,0.2804981886966146,0.41469195805250736,0.2311920438494001,0.21583291888236994,0.24662891456059038,6.823921350249237e-05,6.823921350249237e-05,6.823921350249237e-05
158,7,0.1273780529025568,0.1266102283302635,0.13480068522143723,0.0241788457326185,0.019425749302915102,0.024875171013123053,0.1934561675267802,0.18174729200312456,0.2012765826708387,0.3478172556770468,0.267909873051429,0.4052531867064247,0.2305988924843924,0.2175078988075256,0.2680331532444272,6.702343953207165e-05,6.702343953207165e-05,6.702343953207165e-05
159,7,0.1271009280079573,0.1255344419342423,0.13567630757226834,0.0237878978429182,0.0192248946372316,0.0248173194150121,0.1940227509759645,0.1828422298121326,0.20026437132866334,0.3483365128602696,0.2829536570439926,0.40455642807919323,0.2429024491991315,0.20027153193950648,0.2436932623386383,6.57963412215599e-05,6.57963412215599e-05,6.57963412215599e-05
160,7,0.1324142086694446,0.12644124173339283,0.1365174454427242,0.0232957762016248,0.0196740633214485,0.02578307848269555,0.1940714862095717,0.1862990552124114,0.19936104801886423,0.3081403739692628,0.24577621733166688,0.405649351783237,0.2247762084007263,0.2085640281438827,0.2352840730122157,6.455875956284418e-05,6.455875956284418e-05,6.455875956284418e-05
