model,observation_horizon_sec,release_time_sec,available_station_count,event_count,station_mae,station_rmse,station_bias,event_mae,event_rmse,event_bias,event_abs_step_p95,station_abs_step_p95
phase39,34,40.0,158,8,0.8295015049690285,0.9374996546257286,0.8275363021475075,1.1347046113308619,1.177038073828518,1.1347046113308619,0.10937096834100232,0.15680604752899213
phase47,34,40.0,158,8,0.36246653734167816,0.48670179077532066,0.2912347701046074,0.3789266800277227,0.5036835837533823,0.36064825457368266,0.053891027160563924,0.07940701815150235
phase48,34,40.0,158,8,0.4962479856764859,0.6572566811785822,0.4499262205622312,0.4894383251680571,0.634652388213223,0.4227697926398296,0.05483591024019416,0.07215683053225254
phase39,35,41.0,158,8,0.8120987352291608,0.9204189615450757,0.8111999309286526,1.1152729713727263,1.1573814365699906,1.1152729713727263,0.05757489669079721,0.07181520855817594
phase47,35,41.0,158,8,0.3668753102537935,0.4913253271570837,0.2913277815463155,0.37661945206947933,0.5112402724784415,0.3386701106593445,0.09057876614651743,0.089350534914497
phase48,35,41.0,158,8,0.5049811538667471,0.6690815988741358,0.4633485928822447,0.5037754250701535,0.6473855295417996,0.43660245417453025,0.042877568160943715,0.07314815278863761
phase39,36,42.0,158,8,0.7632136457568405,0.8820768747439612,0.7632136457568405,1.067218314681128,1.1140902031523237,1.067218314681128,0.07818282742466173,0.09744652227980463
phase47,36,42.0,158,8,0.3786203718856514,0.5041665807982872,0.305365957765615,0.39976486871900097,0.5379289616270632,0.33096574593853556,0.09528127077857385,0.06906441100262889
phase48,36,42.0,158,8,0.5029612966419448,0.6663869525398226,0.4603413104436156,0.5086113201268987,0.6471560498053658,0.44943911657774316,0.05463078189975493,0.046159904324821366
phase39,37,43.0,158,8,0.7035554264491998,0.8359684086098883,0.7028823219624943,1.0166133214997037,1.071089900257521,1.0166133214997037,0.08111788560872721,0.10817562604631235
phase47,37,43.0,158,8,0.4053526823025065,0.5367843446104336,0.34322780298436756,0.42437699300690457,0.5771862725951566,0.3562715343277907,0.07729432221869373,0.08158752358587545
phase48,37,43.0,158,8,0.49412973627870665,0.6572752505396197,0.4496788206174538,0.4996169602025705,0.6386966364497568,0.44863521236144466,0.03879377069281071,0.04441829500922038
phase39,38,44.0,158,8,0.6673424747913863,0.807696146484938,0.6656019760531261,0.9878562394296369,1.0479866594345661,0.9878562394296369,0.04992632999232347,0.0759671081057209
phase47,38,44.0,158,8,0.4418138551878249,0.5747365869820579,0.38906859177300135,0.45698079669711544,0.6055997285492558,0.3885009301186807,0.07288733651238592,0.09428378355921235
