horizon_sec,event_count,event_mae,event_rmse,event_bias
69.0,8,0.17709503173828134,0.1977607159116054,-0.023643565177917436
70.0,8,0.17576864957809457,0.19700537282791863,-0.02298249006271358
71.0,8,0.1721827745437623,0.19304464179591627,-0.020064067840576127
72.0,8,0.17110625505447397,0.19392224681843495,-0.01850880384445186
73.0,8,0.17094496488571176,0.19611137263327053,-0.01593769788742061
74.0,8,0.16291961669921884,0.18813039636823858,-0.006701540946960405
75.0,8,0.15733585357666025,0.18321613314038251,-0.0013228178024291548
76.0,8,0.1548247694969178,0.18135276776268605,0.000637757778167769
77.0,8,0.15949681997299203,0.18773771779193496,0.004829037189483687
78.0,8,0.16456845998764047,0.19501012699765763,0.008523213863372847
79.0,8,0.1669196844100953,0.19794638993588307,0.009425568580627486
80.0,8,0.1679897665977479,0.1991680326406014,0.009111988544464156
81.0,8,0.17090991735458383,0.20332539258044685,0.005516278743743941
82.0,8,0.1725542783737184,0.20374257963835646,0.009040999412536666
83.0,8,0.16094603538513197,0.18737948685496536,0.020051646232605025
84.0,8,0.1551962733268739,0.1839599113434509,0.027242290973663374
85.0,8,0.1556632757186891,0.18489608622031478,0.027455615997314498
86.0,8,0.15577908754348768,0.18488431418515813,0.026548492908477828
87.0,8,0.15682830810546888,0.18659696235301532,0.02480261325836186
88.0,8,0.15382728576660165,0.18470284457205904,0.02159063816070561
89.0,8,0.14762393236160287,0.17868823840695525,0.02714096307754521
90.0,8,0.1484143972396852,0.17990348049868596,0.04371552467346196
91.0,8,0.14594527482986464,0.17945052895959338,0.048078286647796675
92.0,8,0.1428434491157533,0.1769143372017963,0.05033909082412724
93.0,8,0.13546165227890028,0.17257994385840458,0.05814956426620488
94.0,8,0.13392683267593397,0.1714550344607453,0.05889784097671513
95.0,8,0.13369604349136366,0.17235351623434167,0.060175287723541304
96.0,8,0.14038589000701918,0.17537332503617983,0.05366604328155522
97.0,8,0.13946100473403944,0.17463257331956078,0.053869116306304976
98.0,8,0.13835629224777235,0.17297490480109412,0.052924621105194136
99.0,8,0.13946678638458265,0.17477222130781092,0.053424286842346236
100.0,8,0.1404730319976808,0.17639758029701988,0.0538152933120728
101.0,8,0.14087953567504896,0.17718698572856773,0.054143238067627
102.0,8,0.14097841978073133,0.17764222954313977,0.05451773405075078
103.0,8,0.1457528114318849,0.1803964164313923,0.049983310699462935
104.0,8,0.14579995870590223,0.18071069960577296,0.05016027688980107
105.0,8,0.1443323135375978,0.18018900812829466,0.05184559822082524
106.0,8,0.14314278364181532,0.17969491120458744,0.052915203571319624
107.0,8,0.14282848834991468,0.17928737894553565,0.05258886814117436
108.0,8,0.14254781007766737,0.17888435162195296,0.05224763154983525
109.0,8,0.14220323562622084,0.1784338033040588,0.05196015834808354
110.0,8,0.14183827638626112,0.17797728300342003,0.05165611505508427
111.0,8,0.14147820472717298,0.17753053639320548,0.051327514648437544
112.0,8,0.14113506078720106,0.17709922711302184,0.05099188089370732
113.0,8,0.14077540636062635,0.17665804116403663,0.05069147348403935
114.0,8,0.1403877377510072,0.176203335238967,0.050403463840484664
115.0,8,0.14104547500610365,0.17770593794470768,0.05136756896972661
116.0,8,0.14073225259780897,0.17744655259147687,0.0511946558952332
117.0,8,0.14396133422851576,0.17977410290037668,0.04823737144470219
118.0,8,0.14061650037765516,0.17764163859471635,0.05108486413955693
119.0,8,0.13978149890899672,0.17906317663959428,0.054529118537902876
120.0,8,0.13953068256378187,0.18012257164996012,0.05625574588775639
121.0,8,0.13786598443985,0.17976499078334146,0.05777739286422734
122.0,8,0.13647129535675062,0.17915009912591195,0.05846385955810551
123.0,8,0.1365251183509828,0.17968344034617714,0.05876790285110478
124.0,8,0.1360131144523622,0.1791715861169118,0.058508980274200484
125.0,8,0.13548132181167616,0.17864669682836928,0.05827354192733769
126.0,8,0.1431038022041322,0.18152437565903545,0.06627045869827275
127.0,8,0.14227052927017225,0.18084237806773734,0.06630729436874394
128.0,8,0.14015712738037123,0.17965166570243085,0.06761066913604741
129.0,8,0.1374445199966432,0.17837583047270641,0.06949083805084233
130.0,8,0.13525267839431776,0.17739445566612028,0.07084559202194218
131.0,8,0.1309120893478395,0.17632698997296548,0.07436280250549321
132.0,8,0.12982336282730111,0.17573561484447944,0.07563983201980595
133.0,8,0.12928727865219125,0.1751528597635755,0.07539688348770146
134.0,8,0.12873802185058603,0.17456474524694648,0.07516698837280278
135.0,8,0.12818959951400766,0.17398044833276496,0.0749225497245789
136.0,8,0.12770893573761,0.17341444817341173,0.07464985847473149
137.0,8,0.127411985397339,0.17286115066301933,0.07437067031860356
138.0,8,0.12709780931472792,0.17230224720466988,0.07412241697311406
139.0,8,0.1293809175491334,0.17193586460093008,0.0771624326705933
140.0,8,0.12886897325515756,0.17137284060119484,0.07690857648849492
141.0,8,0.12838039398193368,0.17082907998044253,0.07660775184631352
142.0,8,0.12791649103164682,0.17029780452092672,0.07629083395004277
143.0,8,0.12744531631469735,0.16977002213332154,0.07595376968383794
144.0,8,0.1288611054420472,0.172865786077373,0.07753406763076787
145.0,8,0.12982622385025033,0.17490977099217955,0.07872771024703984
146.0,8,0.13164857625961313,0.17722936885685064,0.08078454732894902
147.0,8,0.13155350685119638,0.1769175028352683,0.08092300891876225
148.0,8,0.13102749586105356,0.17636783814445592,0.08062897920608525
149.0,8,0.13050547838211068,0.1758226133965415,0.08032130002975468
150.0,8,0.12998679876327524,0.1752818388334446,0.0800112366676331
151.0,8,0.12957189083099374,0.1747520061474251,0.07984535694122319
152.0,8,0.12971863746643075,0.1743199441260905,0.08028643131256108
153.0,8,0.12975642681121835,0.173897015547027,0.08061425685882573
154.0,8,0.1296814441680909,0.17347945785750843,0.08078162670135502
155.0,8,0.13026847839355482,0.17312552069248988,0.07766633033752446
156.0,8,0.13025077581405653,0.1727240795490409,0.0776303887367249
157.0,8,0.1297194600105287,0.17225541776706857,0.07777582406997685
158.0,8,0.12934728860855116,0.17178148615754604,0.07756804227828984
159.0,8,0.1293009161949159,0.17173157329404057,0.07750271558761601
160.0,8,0.12902178764343275,0.1712695489319934,0.07719748020172124
161.0,8,0.12895729541778578,0.17118141985733837,0.0770849466323853
162.0,8,0.128937864303589,0.17116877050891652,0.0770020961761475
163.0,8,0.12867476940155043,0.17073032978371813,0.07668905258178715
164.0,8,0.12840517759323133,0.17029083684698537,0.07638596296310429
165.0,8,0.12812658548355116,0.1698467858423599,0.07608817815780644
166.0,8,0.1278382778167726,0.16939587956298796,0.07579140663146977
167.0,8,0.12754305601120008,0.1689400298078879,0.07549284696578984
168.0,8,0.12472345829010023,0.1682963834093756,0.07771544456481938
169.0,8,0.1248386263847352,0.16784253990644926,0.0786607146263123
170.0,8,0.12530622482299814,0.16742686693989353,0.07935326099395756
171.0,8,0.12348768711090097,0.1668935172206797,0.07775502204895024
172.0,8,0.1251435637474061,0.16656690329975138,0.07959591150283818
173.0,8,0.1256698727607728,0.1662419301992195,0.08027313947677617
174.0,8,0.1252200961112977,0.1657881870124718,0.07996009588241582
175.0,8,0.12537733316421518,0.166474158588881,0.08026062250137334
176.0,8,0.12516603469848642,0.16650649293887304,0.08020870685577397
177.0,8,0.12468812465667733,0.16605643865033085,0.07989947795867924
178.0,8,0.12421402931213388,0.16561201464765093,0.07959251403808598
179.0,8,0.12374422550201425,0.16517337866116866,0.07927970886230473
180.0,8,0.12328139543533334,0.16474302822446082,0.07896064519882207
181.0,8,0.1228281021118165,0.16432292020402905,0.07863919734954838
182.0,8,0.12238309383392343,0.16391267148765204,0.07831923961639409
183.0,8,0.12194386720657358,0.16351013389544353,0.07800184488296513
184.0,8,0.12150684595108041,0.16311166927027648,0.07768427133560185
